lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label,ward_150,ward_150_label,ward_200,ward_200_label,ward_250,ward_250_label
ἄσχετος,8,lsj,"not to be checked, ungovernable; resistless; ungovernable, unmanageable; not held together",310,"unceasing, ceaseless, end issue, unaccomplished",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",136,"powerless, tolerable, force, endure",179,"tolerable, stubborn, invincible, ceaseless",224,"tolerable, stubborn, unceasing, invincible"
ἕκτωρ,8,lsj,"holding fast; hair-net; Hector, the prop; stay",-1,(outlier),1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",6,"shaft, oar, rod, bar",7,"shaft, oar, rod, bar",9,"prop, pointed, spin, thread",12,"prop, pointed, thread, spin"
ἀφικάνω,8,lsj,arrive at,253,"reach, come, arrive, attain",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",51,"come, lead, arrive, ibo",73,"come, lead, arrive, ibo",98,"come, ibo, approach, reach",121,"come, reach, arrive, near"
ἀμφιμάχομαι,8,lsj,"fight round; assail, besiege; fight for",26,"fight, boxing, champion, wrestle",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",38,"fight, quarrel, battle, strife",75,"fight, battle, quarrel, strife",112,"fight, battle, quarrel, strife",150,"fight, battle, quarrel, strife",189,"fight, battle, quarrel, strife"
παραπείθω,8,lsj,"win by persuasive arts, prevail upon; beguile, cajole; may cajole; to be beguiled",186,"trust, obey, persuasive, persuade",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",96,"swear, oath, counsel, pray",143,"cheat, trial, attempt, promise",190,"cheat, trial, attempt, promise",237,"trial, attempt, promise, expect"
εὐφρονέων,8,lsj,with kind; prudent) mind,-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",137,"vain, pity, idle, blind",181,"mind, vain, foolishly, folly",226,"mind, vain, folly, foolish"
δεῦτε,8,lsj,come hither!,304,"hither, world, come, material",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",49,"hither, wherefore, place, spot",71,"hither, wherefore, place, spot",92,"hither, world, come, material",112,"hither, world, come, sensible objects"
τῆμος,8,lsj,"then, thereupon; to-day",226,"long, time, late, length",9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",70,"year, day, time, long",105,"time, long, wise, far",139,"time, long, wise, far",175,"long, time, far, wise"
κτυπέω,8,lsj,"crash; ring, resound; rang; stamp loudly",244,"sound, loud, noise, whistling",10,"loud, sound, shout, lament",21,"loud, sound, shout, lament",42,"loud, sound, shout, voice",83,"loud, sound, roar, ring",122,"loud, sound, roar, ring",160,"loud, sound, roar, ring",200,"ring, rattle, crash, roar"
πολυπῖδαξ,8,lsj,"with many springs, many-fountained",84,"spring, fountain, nymph, pool",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",43,"leap, spring, fountain, rush",65,"spring, fountain, bounding, rush",82,"spring, fountain, bounding, rush",100,"spring, fountain, bounding, rush"
τανηλεγής,8,lsj,bringing long woe,-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",146,"lycia, shrewd, thrace, angry",185,"lycia, shrewd, thrace, hearted"
ἐμπρήθω,8,lsj,"blow up, inflate; to be bloated; swollen; burn",-1,(outlier),4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",14,"burn, kindle, smoke, heat",30,"burn, kindle, heat, smoke",43,"burn, kindle, smoke, heat",58,"burn, kindle, heat, smoke",71,"burn, kindle, heat, smoke"
κήλεος,8,lsj,burning; dry,124,"burn, kindle, smoke, heat",4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",14,"burn, kindle, smoke, heat",30,"burn, kindle, heat, smoke",43,"burn, kindle, smoke, heat",58,"burn, kindle, heat, smoke",71,"burn, kindle, heat, smoke"
εὔτροχος,8,lsj,"well-wheeled; smoothlyrunning; running easily; ready, glib",-1,(outlier),2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",19,"turn, straight, tread, roll",27,"turn, straight, tread, walk",36,"tread, walk, roll, step",45,"tread, roll, walk, step"
Ὑπερίων,8,lsj,Hyperion,166,"shine, bright, radiant, shining",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
φύλαξ,8,lsj,"watcher, guard, sentinel; garrison; guards; of reserve",-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",38,"fight, quarrel, battle, strife",75,"fight, battle, quarrel, strife",111,"protector, helper, staunch, defender",149,"protector, helper, staunch, defender",188,"protector, helper, staunch, defender"
θάλλω,8,lsj,"sprout, grow, thrive; luxuriant; grew; bloom",46,"grow, blooming, lily, fresh",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",50,"plant, asphodel, poppy, branch",60,"plant, asphodel, poppy, branch"
σβέννυμι,8,lsj,"quench, put out; dry up; quench, quell, check; cooling",97,"dry, dried, salt, parched",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",45,"breathe, vomit, blow, spit",67,"breathe, blow, vomit, spit",85,"breathe, blow, vomit, spit",103,"breathe, blow, vomit, spit"
πρόδομος,8,lsj,chamber entered immediately from the fore-court,251,"house, court, chamber, room",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",14,"house, roof, door, home",19,"house, bed, home, court",26,"house, bed, home, court",33,"house, home, court, chamber"
ῥίζα,8,lsj,root; roots; roots of the eye; streaks,-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",50,"plant, asphodel, poppy, branch",60,"plant, asphodel, poppy, branch"
ἀναρπάζω,8,lsj,"snatch up; causing; to evaporate; snatch away, carry off",262,"carry, away, snatch, remove",6,"leap, away, come, send",10,"away, cut, shut, break",21,"shut, bind, hold, fasten",39,"seize, carry, snatch, away",58,"carry, seize, snatch, away",74,"carry, seize, snatch, away",90,"carry, seize, snatch, away"
ἄττα,8,lsj,father,-1,(outlier),7,"born, son, old, ruler",14,"born, old, wife, marriage",28,"born, old, age, young",56,"born, mother, travail, birth",81,"mother, son, father, child",106,"mother, son, father, child",131,"mother, son, father, child"
ἀσκηθής,8,lsj,"unhurt, unscathed; sound, healthy; unblemished; safe",-1,(outlier),11,"glad, delight, good, care",22,"glad, delight, care, rejoice",43,"glad, delight, care, awe",85,"care, heed, succour, cure",125,"care, heed, succour, cure",164,"care, heed, succour, cure",206,"care, heed, succour, save"
ὀχέω,8,lsj,"hold fast; endure, suffer; bear; continue, keep doing",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",136,"powerless, tolerable, force, endure",180,"powerless, force, endure, feeble",225,"powerless, force, endure, violence"
ὑψόθεν,8,lsj,"from on high, from above; aloft, on high; above, over",-1,(outlier),6,"leap, away, come, send",11,"leap, rouse, tremble, throw",22,"fall, lift, high, drop",42,"fall, lift, high, drop",63,"lift, high, raise, lofty",80,"high, lift, raise, standing",97,"high, aloft, lofty, air"
ταρφύς,8,lsj,"thick, close; ofttimes, often",139,"thicket, thickness, copse, curdle",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",90,"fat, firm, smooth, small",132,"fat, firm, smooth, thickness",174,"fat, thickness, thicket, copse",217,"fat, thickness, thicket, copse"
ἀνατρέχω,8,lsj,run back; return; revert; recur,266,"return, come home, reins, retraced",6,"leap, away, come, send",10,"away, cut, shut, break",20,"return, away, leave, retire",38,"return, away, leave, retire",56,"return, backwards, home, anew",72,"return, backwards, home, anew",88,"return, backwards, home, anew"
ἐφίζω,8,lsj,set upon; set; ashore; having set,150,"set, standing, place, stand project",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",62,"ready, set, build, prepare",90,"set, ready, fit, order",117,"set, ready, fit, order",145,"set, ready, fit, order"
λιαρός,8,lsj,"warm, lukewarm; warm, soft; gentle, balmy",77,"warm, heat, hot, cool",4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",15,"wind, stormy, snow, warm",31,"wind, stormy, snow, warm",45,"snow, warm, cold, heat",60,"snow, warm, cold, heat",73,"snow, warm, cold, heat"
ἀνδρόμεος,8,lsj,human; of manʼs flesh; of men; máya,35,"mortal, men, man, brave",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",129,"slave, men, man, taken war",159,"slave, men, man, taken war"
κακόω,8,lsj,"maltreat, distress; afflict; the afflicted; to be in ill plight, be distressed",-1,(outlier),12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
ὑβρίζω,8,lsj,"wax wanton, run riot; neigh; bray and prance about; run riot, grow rank and luxuriant",164,"dart, javelin, rush, fly",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
ἀτέμβω,8,lsj,"maltreat; afflict, perplex; to be bereft; cheated of",-1,(outlier),12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
νίσσομαι,8,lsj,"go, come; coming down; ni-ns",296,"come, ibo, came, depart",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",22,"fall, lift, high, drop",42,"fall, lift, high, drop",62,"fall, drop, sink, let",79,"fall, drop, sink, let",96,"fall, drop, sink, let"
θεσπιδαής,8,lsj,kindled by a god; portentous,53,"oracle, divination, prophetic, divine",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",59,"divine, zeus, god, heracles",86,"divine, zeus, god, heracles",111,"divine, zeus, god, heracles",138,"divine, god, holy, law"
ἀρή,8,lsj,"bane, ruin",109,"mischief, bane, plague, ruin",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",100,"wrath, hateful, rage, cruel",150,"hateful, cruel, baneful, hated",199,"baneful, mischief, plague, hurt",248,"baneful, mischief, plague, hurt"
γυμνόω,8,lsj,strip naked; strip; strip oneself; be stripped naked,135,"strip, scrape, lick, naked",6,"leap, away, come, send",10,"away, cut, shut, break",19,"cut, break, strip, end",36,"cut, strip, scrape, rub",52,"cut, strip, scrape, rub",68,"strip, scrape, rub, scratch",83,"strip, naked, person exposed, exposed vanquish"
ἱέραξ,8,lsj,"hawk, falcon; fish; bandage",125,"bird, winged, corvus, poplar",1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",3,"bird, winged, fly, star",3,"bird, winged, fly, star",4,"bird, winged, fly, star",6,"bird, winged, fly, star"
περιμήκης,8,lsj,"very tall; long; very high; very large, huge",284,"high, lofty, tall, height",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",20,"hindmost, farthest, edge, tall",28,"edge, farthest, hindmost, tall",38,"feet, long, tall, greatest",47,"feet, long, tall, greatest"
ἴχνιον,8,lsj,"track, footprint; track; step; trace, remnant",280,"tread, walk, step, foot",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",33,"ask, inquire, need, desire",65,"ask, need, inquire, desire",97,"ask, inquire, seek, search",126,"seek, search, track, trace",156,"seek, search, track, trace"
ἤια,8,lsj (relaxed match),provisions for a journey; food; husks; chaff,-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",35,"fragrant, mix, incense, food",48,"fragrant, mix, incense, food",58,"mix, food, store, taste"
ἀσφαλής,8,lsj,"not liable to fall, immovable, steadfast; unshaken; unfailing, trusty; safe",310,"unceasing, ceaseless, end issue, unaccomplished",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",136,"powerless, tolerable, force, endure",179,"tolerable, stubborn, invincible, ceaseless",224,"tolerable, stubborn, unceasing, invincible"
ἄνευ,8,lsj,"without; without reference to; away from, far from; except, besides",298,"far, away, aloof, distant",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",47,"far, near, nigh hand, away",69,"far, near, nigh, away",89,"far, away, aloof, apart",108,"far, away, aloof, apart"
κυανοχαίτης,8,lsj,dark-haired; dark blue; dark-maned,-1,(outlier),1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",12,"hair, shaggy, beard, head",14,"hair, shaggy, beard, mane",19,"hair, shaggy, beard, mane",23,"hair, shaggy, beard, mane"
ἀναγιγνώσκω,8,lsj,"know well, know certainly; perceive; know again, recognize; acknowledge, own",308,"know, perceive, wisdom, distinguish",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",93,"know, perceive, recognize, learn",138,"know, perceive, recognize, learn",184,"know, perceive, recognize, learn",230,"know, perceive, recognize, learn"
λουτρόν,8,lsj,"bath, bathing-place; bath; washing; bathing-establishment",98,"wash, rub, water, bathing",5,"pour, sea, wash, stream",9,"pour, wash, wine, water",17,"wash, dry, water, bathing",33,"wash, dry, water, bathing",47,"wash, bathing, water, wipe",62,"wash, bathing, water, wipe",75,"wash, bathing, water, wipe"
βέλτερος,8,lsj,"better, more excellent; it is better",32,"small, little, better, worse",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",90,"fat, firm, smooth, small",131,"small, little, worse, inferior",173,"small, little, worse, short",216,"worse, inferior, meaner, better"
φυτόν,8,lsj,"plant; garden plant; tree; sucker, slip",-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",50,"plant, asphodel, poppy, branch",60,"plant, asphodel, poppy, branch"
ἐρεύγομαι,8,lsj,"belch out, disgorge; belch; discharge itself; blurt out",16,"vomit, spit, disgorge, sick",6,"leap, away, come, send",10,"away, cut, shut, break",20,"return, away, leave, retire",38,"return, away, leave, retire",57,"away, leave, retire, withdraw",73,"away, leave, retire, withdraw",89,"away, leave, retire, withdraw"
ἀεικίζω,8,lsj,"treat unseemly, injure; I will do; dishonour",283,"reproach, dishonour, disgrace, blame",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",95,"reproach, dishonour, blame, disgrace",141,"reproach, dishonour, blame, disgrace",188,"reproach, dishonour, blame, disgrace",234,"reproach, dishonour, blame, disgrace"
σχεδόθεν,8,lsj,"from nigh at hand; nigh at hand, near",110,"near, nigh, hand, close",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",47,"far, near, nigh hand, away",69,"far, near, nigh, away",90,"near, nigh, hand, close",109,"near, nigh, hand, close"
κόπρος,8,lsj,"excrement, ordure; dung, manure; filth, dirt; dunghill, byre",97,"dry, dried, salt, parched",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",12,"ashes, corn, barley, scatter",26,"ashes, scatter, dust, sand",37,"ashes, scatter, dust, sand",52,"ashes, dust, sand, filth",62,"ashes, dust, sand, filth"
