verb,frequency,frame_hdbscan,frame_label,frame_ward_25,gloss,top_subjects,top_objects
σβέννυμι,8,-1,(unassigned),9,"quench, put out; dry up; quench, quell, check; cooling",οὖρος(1); πῦρ(1); ἕτερος(1),πυρκαιά(3); πῦρ(1); μένος(1); χόλος(1)
κεραίζω,8,10,"admit, riot, send away, dismiss",3,"ravage, plunder; sink, disable; slaughter; carry off as plunder",,πόλις(2); σταθμός(2); Τρώς(1)
παρέρχομαι,8,28,"straight, wash hands, thrust away, bear",5,"ibo; go by, beside; past, pass by; passed away",ποτητός(1); πέλεια(1); κῦμα(1),βωμός(1)
πέσσω,7,-1,(unassigned),1,"soften, ripen; change; ripen; bring to maturity",,κῆδος(2); χόλος(2); γέρας(1); βέλος(1)
ἀναδύνω,7,-1,(unassigned),3,come to the top of the water; emerge,,λίμνη(1); ἅλς1(1); κῦμα(1); πόλεμος(1)
ὑπερβαίνω,7,10,"admit, riot, send away, dismiss",3,"step over, mount, scale; cross; step over; overflow",,οὐδός(4); τεῖχος(2)
ὀροθύνω,7,-1,(unassigned),9,"stir up, rouse, urge on; urge",Ποσειδεών(1),ἄελλα(1); Ἀργεῖος(1); ἔναυλος(1)
ἐπάρχω,7,21,"mix, drink, cup, rule",11,"rule over; to be governor, commandant of; rule besides; pour the first drops",οἰνοχόος(2),δέπας(3)
ὑπολείπω,7,6,"fail, tears, meal, flow",7,"leave remaining; leave; fail; fail, fall short",Ὀδυσσεύς(3); ἆθλον(1); φιάλη(1),
ἐφέζομαι,7,29,"taught, weave, send forward, set",23,sit upon; sit by; near,κόρη(1),δίφρος(1); γόνυ(1); ἱστός(1); δένδρεον(1)
ὑποδύομαι,7,-1,(unassigned),22,,γόος(1); Ὀδυσσεύς(1),πᾶς(1); κακός(1); κόλπος(1); θάμνος(1); νεκρός(1)
τρύχω,7,-1,(unassigned),3,"wear out, waste, consume; to eat; out of house and home; get the better of, cure",,οἶκος(3); λιμός(1)
σκύζομαι,7,22,"succour, face, hide cover, assembly",20,to be angry with; to be wroth,θεός(2),Ζεύς(2)
κατακαίω,7,-1,(unassigned),3,burn completely; burn; alive; burnt,,μῆλον1(2)
ἀσχαλάω,7,-1,(unassigned),23,"to be distressed, grieved; is vexed because of",παῖς(1); Ἀχαιός(1),κτῆσις(1)
δηριάομαι,7,-1,(unassigned),7,contend; wrangle; contend with; contest a prize,ἄριστος(1); ἀνήρ(1),
ὑποστρέφω,7,-1,(unassigned),17,turn round about; back; bringing back; roll up,,Ὄλυμπος(1); ἵππος(1)
παλύνω,7,20,"sprinkle, roast, broil, let flow",12,"strew, sprinkle; sprinkled; bestrew, besprinkle; besmear",χιών(1); γυνή(1),ἄλφιτον(5); ἄρουρα(1)
ἀλιταίνω,7,9,"reproach, fear, awe, sense",1,sin; offend against; transgress; stray from,,ἐφετμή(2); ἀθάνατος(1); Ἀθήνη(1)
ἀπάγω,7,0,"breathe, witch spell, set hurry, throw overthrow",13,"lead away, carry off; hold far off; remove; stop",δαίμων(1); Ἀθήνη(1),βοῦς(1); μῆλον1(1)
ἠπεροπεύω,7,-1,(unassigned),21,"cheat, cajole; seduction",Φοῖνιξ(1),φρήν(2); γυνή(2); ἀμείνων(1)
βλώσκω,7,2,"roar, old, haste, shout",5,go or come; has passed,ἦμαρ(1); ἠώς(1),
ἐγχρίμπτω,7,-1,(unassigned),16,bring near to; strike; dash against; so as almost to touch,ἵππος(1),πύλη(1); ὀστέον(1)
ἀνιάω,7,8,"like, guardian, conceal, heed",2,"grieve, distress; to be grieved, distressed; is vexed; have",,ὀρυμαγδός(1); υἱός(1)
ἀπονίζω,7,7,"wash, fenced, arrow, count",3,wash off; wash off from oneself; wash clean; was washing his feet,,χρώς(2); χείρ(1); πούς(1); βρότος(1)
ἀγάλλω,7,-1,(unassigned),14,"glorify, exalt; pay honour to; adorn; glory, exult in",Ἕκτωρ(2),οὖρος(1); ἵππος(1); ὄχος(1)
βυσσοδομεύω,7,-1,(unassigned),24,"build in the deep; brood over; in the depth of oneʼs soul, ponder deeply; secret designs",μνηστήρ(1),κακός(6)
τολυπεύω,7,-1,(unassigned),19,"wind off; into a clew; wind off, achieve, accomplish; work",,πόλεμος(5); δόλος(1); ὁπόσος(1)
οἰκέω,7,-1,(unassigned),23,"inhabit; have, enjoy; to be inhabited; the inhabited country",Ἄγριος(1); Μέλας(1); πόλις(1),ὑπώρεια(1)
προβάλλω,7,-1,(unassigned),9,"throw; lay before, throw to; put forward; present",Νότος(1),οὐλοχύται(3); Βορέας(1); ἔρις(1); θέμεθλα(1)
ἐπικρατέω,7,-1,(unassigned),22,"rule over; have; hold power; prevail in battle, be victorious",ἄριστος(2); ὅσος(1); νέος(1); ἄναξ(1),νῆσος(3); Σάμη(3); Ζάκυνθος(3); Δουλίχιον(1); δουλίχιος(1)
στρωφάω,7,-1,(unassigned),3,"turn constantly; keep turning; steer; turn oneself about, keep turning",,ἠλάκατα(4); θαῦμα(1)
μηκάομαι,7,-1,(unassigned),5,"bleat; scream, shriek; shrieking",θῆλυς(1),
καταβάλλω,7,0,"breathe, witch spell, set hurry, throw overthrow",13,"throw down, overthrow; to bring down; confound, defy; throw",δαίμων(1); Ἀπόλλων(1),οὖς(1); ὅμιλος(1); υἱός(1); νεβρός(1); κρεῖον(1)
οἰνοχοέω,7,21,"mix, drink, cup, rule",11,,υἱός(1); Μελανθεύς(1); Ἥβη(1),οἶνος(1); θεός(1); ϝέκταρ(1)
μεταφωνέω,7,-1,(unassigned),21,speak among; accost,κῆρυξ(1); Νέστωρ(1),ἑταῖρος(1); μνηστήρ(1); Φαίαξ(1); Μυρμιδόνες(1)
συνάντομαι,7,9,"reproach, fear, awe, sense",2,"fall in with, meet; meet; that accompanies; approach",,Ὀδυσσεύς(1); Λυκάων(1); ἀλλήλων(1)
προρέω,7,37,"strike, strip, wound, smite",12,"flow forward; forth, flow amain; pour forth",ὅσος(1); Ῥῆσος(1); Ἑπτάπορος(1); Κάρησος(1),ἅλς1(2)
ἀμφαφάω,7,9,"reproach, fear, awe, sense",2,touch; feel all round; by feeling; handle,,τόξον(2); ἄναξ(1)
ἀμφιχέω,7,-1,(unassigned),5,"pour around, pour; spread over; to be poured; shed around",ἄχος(1); ὀμφή(1); κόνις(1),
διίστημι,7,-1,(unassigned),7,"set apart, separate; set; at variance with; divide",Ἀτρείδης(1); Ἀχιλλεύς(1); θάλασσα(1),
ἔραμαι,7,24,"shut close, beckon, opened, sing",12,"love; desire passionately, lust after; desire eagerly",Ἀργειφόντης(1); Βορέας(1),ποταμός(1); ἄλοχος(1); πόλεμος(1)
ἀνιάζω,7,-1,(unassigned),21,"grieve, distress; to be grieved; distressed; grieving",γέρων(1); ἑταῖρος(1),κτέαρ(1); Ἀχαιός(1)
πιέζω,7,7,"wash, fenced, arrow, count",3,"press tight, squeeze; compress; squeezing; to be pressed tight",,τροχός(1); μάσταξ(1); χείρ(1); βραχίων(1)
τοξάζομαι,7,-1,(unassigned),15,shoot with a bow; shoot at,ἀνήρ(2); Ἀχαιός(1),ἀνήρ(1); φώς(1)
μητίομαι,7,23,"look gaze, courage, share, persuade",23,"devise, contrive",ἑταῖρος(1); ἀνήρ(1),ἔργον(1); κακός(1); μέρμερος(1); θάνατος(1)
τήκω,7,3,"moan, melt, hope, bade",25,"melt, melt down; bring; down in rain; dissolve",χρώς(1); παρήιον(1); Ὀδυσσεύς(1),θυμός(1)
ἀπονίναμαι,7,-1,(unassigned),22,have the use; enjoyment of; mayest; have joy of,Ἀχιλλεύς(1); βία(1),τιμή(1); ἀρετή(1); ἥβη(1)
ἀπορούω,7,-1,(unassigned),7,dart away; start back; spring up from,Τηλέμαχος(1); Ἱππόλοχος(1); Αὐτομέδων(1); Πηλείδης(1); Αἰνείας(1),
ἔξειμι,7,-1,(unassigned),1,"ibo; go out, come out; leave; quit service",,τοκεύς(2); μέγαρον(1); Μυρμιδόνες(1)
ποιπνύω,7,-1,(unassigned),5,bustle about; make haste and; labouring,δύο(1); Αὐτομέδων(1); Ἄλκιμος(1); ὄζος(1),
περιίστημι,7,33,"work, strait, pour, stand",12,place round; bring round; convert; transfer,κῦμα(1); λόχος(1); πολύς(1); ὅμιλος(1); ἑταῖρος(1),χορός(1); βοῦς(1)
ἀγνοέω,7,27,"speak, address, hear, exchange",23,not to perceive; recognize; he perceived; knew well,Καλυψώ(1); δῖος(1); Ἥρα(1); Ἕκτωρ(1),ἀνήρ(1); ἄναξ(1); ἔπος(1)
χατίζω,7,-1,(unassigned),22,"have need of, crave; in want; in want, needy; lack, be without",Θέτις(1),νόστος(2)
ἀράω,7,10,"admit, riot, send away, dismiss",3,plough; arare,,γῆρας(1)
παραλέγω,7,34,"king, inquire, ask, beget bring",22,pluck out superfluous hair; you have had your eyebrows plucked; sail; coast along,Ἐννοσίγαιος(1); Ἑρμῆς(1); Ζεύς(1),Λαοδάμεια(1)
βιάζω,7,6,"fail, tears, meal, flow",16,constrain; they used force; to be hard pressed; overpowered,Ἀχιλλεύς(1),
προκαλέω,7,37,"strike, strip, wound, smite",18,"call forth; to be evoked; call out to fight, challenge; challenge",Αἴας(1),Μενέλαος(1); ἄριστος(1)
ἀποστρέφω,7,36,"bind, luo, turn flight, loosen",23,turn back; turn to flight; turn back from flight; send home again,κραταιίς(1),πούς(1); χείρ(1); Ἀχαιός(1)
καθαιρέω,7,36,"bind, luo, turn flight, loosen",23,take down; take; down; take down oneʼs,μοῖρα(4); πατήρ(1); μήτηρ(1),ὀφθαλμός(1); ναῦς(1); ἱστίον(1)
αἰτιάομαι,7,25,"swear, accuse, oath, say",20,"accuse, censure; to accuse; accuse; bring a charge",βροτός(1); πᾶς(1); ἕκαστος(1),ἀναίτιος(2); θεός(1); Κρονίων(1)
ἀπαίνυμαι,7,22,"succour, face, hide cover, assembly",20,,θεός(2); Ζεύς(1),νόστος(2); τεῦχος(2); ἥμισυς(1); ἀνήρ(1); Ἀπισάων(1)
συγχέω,7,-1,(unassigned),9,"pour together, commingle, confound; mix; in confusion; obliterate, demolish",θεός(1); ἡνία(1),θυμός(2); ἀνήρ(1); κάματος(1); ὀιζύς(1)
διατρίβω,7,17,"slaying, rejoice, eat, flee",14,"rub hard; wear away, consume; to fritter away; perish",Ἀχαιός(1),γάμος(2); Ἀχαιός(1); ὁδός(1); χόλος(1)
σκιάω,7,5,"leap, sal, assemble, went",5,"overshadow, make shady; to be shaded; dark",ἄγυια(7),
ἀποπλάζω,7,42,"pass, cut twain, rend, right",5,lead away from; stray away from; glancing off; wander,δόρυ(1),νῆσος(1); πατρίς(1); τοκεύς(1)
διοιστεύω,7,7,"wash, fenced, arrow, count",3,shoot an arrow between; reach it with an arrow,,σίδηρος(4); πέλεκυς(2)
ὀιστεύω,7,-1,(unassigned),2,shoot arrows; with an arrow; shoot with an arrow,,Μενέλαος(1)
καθεύδω,7,19,"return, sleep, assemble collect, company",21,"lie down to sleep, sleep; to sleep; pass the night; roost",Ὀδυσσεύς(2); Ἀτρείδης(1),μυχός(1)
εὕω,6,35,"attain, come, reach, sink",8,singe; uro; eus-ō,ἀυτμή(1),σίαλος(1); βλέφαρον(1); ὀφρύς(1)
εἰσείδω,6,-1,(unassigned),12,,Σκύλλα(1),Ἰφιμέδεια(1); παράκοιτις(1); κῦμα(1)
ἀγινέω,6,-1,(unassigned),15,"lead, bring; lead captive; keep, observe; cause to be brought",ἕκαστος(1); ἀνήρ(1),μῆλον1(1); αἴξ(1); μνηστήρ(1)
ἀνεγείρω,6,-1,(unassigned),21,"wake up, rouse; wake up, raise; rouse, encourage; stir, rouse the spirit of",Νέστωρ(1),ἑταῖρος(1); Ὀδυσσεύς(1)
ἐπιπροίημι,6,-1,(unassigned),2,send forth; on board; sent; forth,,νῆσος(1); ναῦς(1); Μενέλαος(1)
ἀριθμέω,6,7,"wash, fenced, arrow, count",3,"number, count, reckon up; counted; after numbering; stopped to count",,ἑταῖρος(1); τρίπους(1); λέβης(1); χρυσός(1); εἷμα(1)
ἀναείρω,6,-1,(unassigned),11,lift up; took; carried; off,Ὀδυσσεύς(2); Μηριόνης(1),τάλαντον(1); κρατήρ(1)
κατείβω,6,20,"sprinkle, roast, broil, let flow",12,"let flow down, shed; flow apace; downward flowing; was flowing, passing away",αἰών(1); δάκρυ(1),δάκρυ(1); παρειά(1)
τέρσομαι,6,35,"attain, come, reach, sink",12,"to be; become dry, dry up; dried up; is baked",ἕλκος(2); ὄσσε(1); εἷμα(1); θειλόπεδον(1),δάκρυον(1); αὐγή(1); ἥλιος(1)
ἀναλύω,6,-1,(unassigned),3,"cause to wander, unsettle",,ἱστός(2)
τρίζω,6,-1,(unassigned),5,utter a shrill cry; creaked; crepitates; grinds,νῶτον(1),
ἐπιλήθω,6,-1,(unassigned),21,cause to forget; laps one in forgetfulness; to be forgotten; let,γέρων(1),Ἰθάκη(1); ἅπας(1); ἐσθλός(1); κακός(1)
μαιμάω,6,-1,(unassigned),6,"to be very eager, quiver with eagerness; rages; eager for; rushed into, were suddenly changed into",χείρ(2); πούς(1); ἦτορ(1),
προκαλίζομαι,6,10,"admit, riot, send away, dismiss",2,"call forth, challenge, defy; challenge",,ἄριστος(2); κοῦρος(1)
ἐπιδέω,6,36,"bind, luo, turn flight, loosen",23,"bind, fasten on; have; fastened; bind up, bandage",μοῖρα(1),θύρα(1); χρυσός(1); μάχη(1); ἀνήρ(1)
παρεῖπον,6,-1,(unassigned),22,"talk over, win over; by thy persuasions; give; advice",Θέτις(1); θυγάτηρ(1),αἴσιμος(2)
ἐπιγνάμπτω,6,31,"heavy, aim, disembark, cheat",3,"curve; bend; bow, bend to oneʼs purpose",Ἥρα(3),ἅπας(3); κῆρ(1); νόος(1)
προφεύγω,6,-1,(unassigned),1,"flee forwards, flee away; flee from, shun, avoid; avoid",,μένος(2); χείρ(2); πόντος(1); θάνατος(1); κακός(1)
ἰάομαι,6,-1,(unassigned),18,"heal, cure; attempt to cure, treat; cure. treat; remedy",Ἐνοσίχθων(1); υἱός(1); Παιάν(1),ὀφθαλμός(1); Εὐρύπυλος(1); Ἄρης(1)
ἐκπεράω,6,42,"pass, cut twain, rend, right",9,"go out over, pass beyond; go through; pass through, pierce; go forth",δόρυ(2); ὀιστός(1),λαῖτμα(3)
ἐπιδινέω,6,4,"amazed, astonished, look, whirl swing",6,"whirl for; swing round; turn over in oneʼs mind, resolve; wheel about",θυμός(1),
στένω,6,3,"moan, melt, hope, bade",21,"moan, sigh, groan; groaning aloud; moan; sigh for",κῆρ(1); ἦτορ(1); δῆμος(1),κῆρ(1)
οἴγνυμι,6,24,"shut close, beckon, opened, sing",4,,πύλη(2); Ἑρμῆς(1); Θεανώ(1); Κισσηΐς(1); ἄλοχος(1),θύρα(2); πύλη(1)
δάπτω,6,-1,(unassigned),4,devour; rend; tear; corrode,,χρώς(3); ἔλαφος(1)
ἐρέπτομαι,6,7,"wash, fenced, arrow, count",3,feed on; feeding on; eat,,λωτός(2); κρῖ(2); ὄλυρα(2); πυρός(1); σέλινον(1)
ἀπομόργνυμι,6,7,"wash, fenced, arrow, count",3,wipe off; away from; wipe off from oneself; wiped away his,,δάκρυ(2); παρειά(1); πρόσωπον(1); χείρ(1); αὐχήν(1)
δαμνάω,6,12,"sweat, born, stir, rouse",23,,μένος(1); βέλος(1); νόος(1); Τρώς(1),Τρώς(1); ἀθάνατος(1); ἄνθρωπος(1); θυμός(1)
μεθέπω,6,-1,(unassigned),17,"pursue, follow after; pursuing; go in search of; drove in search of",,Τυδεΐδης(1); ἵππος(1); ἡνίοχος(1)
ἀμφιβάλλω,6,-1,(unassigned),1,throw; put round; put them on; put round oneself,,μένος(1); ἀλλήλων(1)
ἱδρύω,6,9,"reproach, fear, awe, sense",2,"make to sit down, seat; encamped; to be seated, sit still; lie encamped",,Ἄρης(1); λαός(1)
περιβαίνω,6,37,"strike, strip, wound, smite",18,go round; bestride; those mounted on; come round,ἄριστος(1); Πουλυδάμας(1); Αἰνείας(1); Ἀγήνωρ(1); Γλαῦκος(1),Πάτροκλος(1); Ἱππόθοος(1); ἀδελφός(1)
ἀπατάω,6,31,"heavy, aim, disembark, cheat",7,"cheat, deceive; cheat; hopes; to be deceptive",Ἥρα(1),
ἐπικραίνω,6,26,"fulfil, spin, perform, accomplish",20,"bring to pass, accomplish; may; fulfil; fulfilled",Κρονίων(2),ἔλδωρ(3); ἀρά(1)
ἀνάπτω,6,-1,(unassigned),9,make fast on; moor; form a close connexion; confer,πεῖραρ(2),πεῖραρ(1); μῶμος(1); ἄγαλμα(1); ὕφασμα(1); χρυσός(1)
συναγείρω,6,19,"return, sleep, assemble collect, company",21,"gather together, assemble; collect; gather together, come together, assemble; collect for oneself",Ὀδυσσεύς(2),ὅσος(2); βίοτος(1)
ἀπολάμπω,6,37,"strike, strip, wound, smite",9,shine; beam from; beamed from; gleams with,χάρις(2); τρυφάλεια(1),αἰχμή(1)
ἐξικνέομαι,6,-1,(unassigned),14,"reach, arrive at; come to; arrive at, reach; complete, accomplish",ναῦς(1),νῆσος(1); δῆμος(1); θᾶκος(1); Φθία(1)
μιαίνω,6,38,"stream, defile, stain, fall",9,"stain, dye; stain, sully; taint, defile; dishonour",ἔθειρα(1); πήληξ(1); χαίτη(1); γυνή(1); μηρός(1),κονία(2); ἐλέφας(1); φοῖνιξ(1)
ταράσσω,6,-1,(unassigned),12,"stir, trouble; troubling; mix; to wag",ἀγορά(1),πόντος(2); δαίς1(1); ἵππος(1)
βαρύνω,6,36,"bind, luo, turn flight, loosen",8,"weigh down, oppress, depress; he is heavy; weary; disabled",γυῖον(1); δόρυ(1),μηρός(1); χείρ(1); πήληξ(1)
φύρω,6,-1,(unassigned),12,mix; dry with; wet; mixing so as to spoil,παῖς(1),δάκρυον(3); στῆθος(1); χεῖλος(1); αἷμα(1)
πλύνω,6,-1,(unassigned),4,"Acut.(Sp; wash, clean; bathe; wash the hands",ἄλοχος(1); θυγάτηρ(1),εἷμα(1)
ὑποκρίνομαι,6,25,"swear, accuse, oath, say",22,,μνηστήρ(1); θεοπρόπος(1),ὄνειρος(1)
κονίω,6,-1,(unassigned),10,"make dusty, cover with clouds of dust; cover with dust; all dusty; in haste",ἡγήτωρ(1); μέδων(1); κάρα(1),πεδίον(1); χαίτη(1)
παρελαύνω,6,-1,(unassigned),7,"drive by; past; drive; drive past, overtake",Ἀκτορίων(1),
ἀνέλκω,6,7,"wash, fenced, arrow, count",3,draw up; holds; haul; up high and dry,,πῆχυς(2); ἔγχος(1); σταθμόν(1); ἔριον(1)
δοκεύω,6,8,"like, guardian, conceal, heed",3,"keep an eye upon, watch narrowly; watches; having watched for; lie in wait for",,Ὠρίων(2); Ἄμφικλος(1)
ἀλεγίζω,6,-1,(unassigned),7,"trouble oneself about; care for, mind, heed",πατήρ(1),
μεθάλλομαι,6,-1,(unassigned),2,"leap, rush upon; rush after; leap from; to another",,Τρώς(1)
λιτανεύω,6,27,"speak, address, hear, exchange",9,"pray, entreat",Ὀδυσσεύς(1); γέρων(1); Οἰνεύς(1),γόνυ(1); πᾶς(1)
ἐκλανθάνω,6,23,"look gaze, courage, share, persuade",19,escape notice utterly; forget utterly; forgettest; entirely,Ἀχαιός(1); φρήν(1),Ἀφροδίτη(1); γάμος(1); ἀλκή(1); κιθαριστύς(1); ὀιζύς(1)
τεκμαίρομαι,6,25,"swear, accuse, oath, say",23,"assign, ordain; appoint; am arranging; settle with oneself",Κίρκη(1); θεός(1),ὄλεθρος(2); ναῦς(2); ἑταῖρος(2)
στόρνυμι,6,22,"succour, face, hide cover, assembly",20,"spread; make up; make a bed; spread, strew",θεός(1),λέχος(2); ῥῆγος(1); λίνος(1); δέρμα(1); πόντος(1)
κρεμάννυμι,6,-1,(unassigned),3,hramjan; hang up; hang them up; hang up oneʼs,,φόρμιγξ(2); σειρά(1)
κατακρύπτω,6,8,"like, guardian, conceal, heed",3,"hide, conceal; put away; use concealment, conceal oneself; oneʼs true nature",,ἄλεισον(1); νύξ(1)
εὐνάζω,6,2,"roar, old, haste, shout",5,"lay; place in ambush; put to bed, put to sleep; in a form",Ὀδυσσεύς(1); ὄρνις(1); σκώψ(1),
ὑπαλύσκω,6,-1,(unassigned),3,"flee from, escape; having got quit of",,ἄελλα(1); χρέος(1)
ἀμέρδω,6,35,"attain, come, reach, sink",12,"deprive, bereave; to be bereft of; bereave of natural rights; blinded",καπνός(1); αὐγή(1),δαίτη(1); ὀφθαλμός(1); ὄσσε(1); ὅμοιος(1)
ἀποφέρω,6,-1,(unassigned),18,"carry off; away; to be carried from oneʼs course; exhale, evaporate",θεράπων(2); ἵππος(1),τεῦχος(2); Κῶς(2); Ἕκτωρ(1)
ἀποκόπτω,6,7,"wash, fenced, arrow, count",3,"cut off, hew off; amputate; cut loose; will be cut off",,κόμη(1); τένων(1); ὅσος(1); ὄργυια(1); κάρα(1)
ποτιπτύσσω,6,-1,(unassigned),1,,,πατήρ(1); μῦθος(1)
κιρνάω,6,21,"mix, drink, cup, rule",11,mix; to mix the cup; flavour by mixing; temper,Ποντόνοος(2),οἶνος(6)
προεῖδον,6,23,"look gaze, courage, share, persuade",21,"look forward; see beforehand, catch sight of; foresee, portend; take thought for",λαός(1),κίρκος(1)
ἀρτύω,6,25,"swear, accuse, oath, say",23,"arrange, prepare, make ready; dress savoury; season; administer",Κλυταιμνήστρη(1); μνηστήρ(1); Ζεύς(1); βασίλεια(1),δόλος(1); ὄλεθρος(1); Τηλέμαχος(1)
ἐκπέμπω,6,10,"admit, riot, send away, dismiss",3,"send out; forth from; bring out by calling, call; fetch out",,νομεύς(1); δῶμα(1); δόμος(1); πόλεμος(1)
ἀπαμύνω,6,10,"admit, riot, send away, dismiss",2,"keep off, ward off; for; from; repulse",,ἀνήρ(3); Αἰτωλός(1); ἦμαρ(1)
ἀνακαίω,6,15,"eat, devour, kindle, chase",12,"kindle, light up; light oneself; kindle; fire up",δμωή(1); μελάνθιος(1),πῦρ(6)
διασεύομαι,6,42,"pass, cut twain, rend, right",9,dart through,αἰχμή(2),μέγαρον(2); τάφρος(1); στέρνον(1); λαός(1)
ἀγαπάζω,6,-1,(unassigned),23,"treat with affection, receive with outward signs of love; show signs of love, caress; welcome, receive gratefully",πατήρ(1); θεός(1),παῖς(1); βροτός(1)
παράφημι,6,-1,(unassigned),1,"speak gently to, advise; persuade, appease; speak deceitfully; insincerely",,μνηστήρ(2); ἔπος(1); μήτηρ(1)
χατέω,6,11,"pray, incur, need, born",22,"crave, need; want, have need of",δμώς(1); ἄνθρωπος(1),ἕκαστος(1); θεός(1)
ἀδέω,6,-1,(unassigned),22,to be sated with; should be sated with; feel loathing at; sated with,ξένος(1),κάματος(3); δεῖπνον(1)
ῥάπτω,6,9,"reproach, fear, awe, sense",1,"sew together, stitch; having made himself; having got; stitched",,κακός(3); φόνος(1); Τηλέμαχος(1); θάνατος(1)
ὑπολύω,6,36,"bind, luo, turn flight, loosen",8,loosen beneath; below; made; give way under him,γυῖον(1),γυῖον(3); ἑταῖρος(1); δεσμός(1); μένος(1)
βλεμεαίνω,6,4,"amazed, astonished, look, whirl swing",6,exult,θυμός(1),
γουνάζομαι,6,-1,(unassigned),1,"clasp; knees; implore, entreat; implore",,γόνυ(1)
προλείπω,6,39,"abandon, congeal, curdle, portion",22,"forsake, abandon; abandon; leave; omit to do",μῆτις(1),κτῆμα(2); ἀνήρ(2); πηός(1); γαῖα(1)
ὀρθόω,6,-1,(unassigned),16,"set straight; set upright, set up; raise up; raise up, rebuild",Ἐπειός(1); Ἀπόλλων(1),
κλέπτω,6,34,"king, inquire, ask, beget bring",22,clèpere; hlifan; hliftus; steal,Ἀγχίσης(1),νόος(1); Ἕκτωρ(1); γενεά(1)
ἱμείρω,6,19,"return, sleep, assemble collect, company",21,"long for, desire; long; wish",Ὀδυσσεύς(1),αἶα(1); κακός(1); ψῦχος(1)
ἑδριάω,6,-1,(unassigned),10,seat; set; sit,ἡγήτωρ(1),
ἀλητεύω,6,-1,(unassigned),22,"wander, roam",ξένος(1),ἰχθύς(1); ὄρνις(1)
καταφθίω,6,2,"roar, old, haste, shout",5,"ruin, destroy; waste away, perish; would; have been consumed, spent",ἤια(1); μένος(1),
κίνυμαι,6,-1,(unassigned),19,"go, move; marched; as it was stirred",φάλαγξ(3),πόλεμος(1)
ὀρύσσω,6,-1,(unassigned),2,dig; trench; dig up; had,,τάφρος(3); βόθρος(2); πᾶς(1)
βροντάω,6,-1,(unassigned),7,thunder; Jupiter Tonans; it thunders; if it thunders,πατήρ(1),
μετακιάθω,6,15,"eat, devour, kindle, chase",12,follow after; chase; visit; go to seek,ἱππεύς(1); Πάτροκλος(1); κύων(1); αἰζηός(1),Αἰθίοψ(2); πεδίον(1); Τρώς(1); Λύκιοι(1)
ἑλκέω,6,15,"eat, devour, kindle, chase",13,"drag about, tear asunder; did; violence to",κύων(2); οἰωνός(1),Λητώ(1); παράκοιτις(1); νέκυς(1); ἑταῖρος(1)
ἐμπίμπρημι,5,-1,(unassigned),2,"kindle, set on fire; burn; to be set on fire; to be inflamed",,ναῦς(5)
φράσσω,5,7,"wash, fenced, arrow, count",3,"fence in, hedge round; secure, fortify; having fenced; fenced",,δόρυ(2); ἔπαλξις(1); ναῦς(1); ἕρκος(1)
ἄρνυμαι,5,-1,(unassigned),1,"win, gain; striving; maintaining; trying to win, striving to secure",,τιμή(2); ψυχή(1); νόστος(1); Μενέλαος(1)
λάσκω,5,1,"ring, rattle, tears, gnash",5,"ring, rattle, crash; ring; cracked, broke with a crash; crackled",ὀστέον(1); χαλκός(1); ἀσπίς(1),
ἐπιμέμφομαι,5,-1,(unassigned),1,cast blame upon; find fault for; because of; complain of,,κασίγνητος(2); εὐχωλή(1); ἑκατόμβη(1)
ὀμόργνυμι,5,-1,(unassigned),10,wipe; were drying their; mrjáti,ἡγήτωρ(1); μέδων(1),δάκρυον(2); παρειά(2); δάκρυ(2); ἰχώρ(1); χείρ(1)
ἐρωτάω,5,-1,(unassigned),1,ask; to be asked; ask about; to ask,,ὄνομα(1)
ὄθομαι,5,-1,(unassigned),6,take heed; regard,ἦτορ(2),
ἀνανεύω,5,31,"heavy, aim, disembark, cheat",23,"throw the head back; make signs of refusal; deny, refuse; rejected",Ἀχιλλεύς(1); Ἀθήνη(1),ἕτερος(1); λαός(1)
ἀπομηνίω,5,-1,(unassigned),2,"to be very wroth, persevere in wrath; having departed from wrath; PBodl.ined; cease from wrath",,Ἀγαμέμνων(2)
ἀνερείπομαι,5,34,"king, inquire, ask, beget bring",22,snatch up and carry off; take upon oneself,Ἅρπυιαι(2); θύελλα(1); θεός(1),παῖς(1)
ἀμφιάζω,5,-1,(unassigned),4,clothe; put on,,εἷμα(4); χιτών(2); χλαῖνα(1)
γέντο,5,7,"wash, fenced, arrow, count",3,he grasped,,ἱμάσθλη(2); δόρυ(1); ῥαιστήρ(1); πυράγρα(1)
ἄχθομαι,5,-1,(unassigned),14,"to be loaded; to be vexed, grieved; with; had",ναῦς(1),ὀδύνη(1); ἕλκος(1)
πτωχεύω,5,-1,(unassigned),3,"to be a beggar, go begging; to be as poor as a beggar; to be badly off for; beg",,δαίς1(2)
δορπέω,5,6,"fail, tears, meal, flow",7,take supper,Ὀδυσσεύς(1); ὑφορβός(1); ἀνήρ(1),
ἐκδύω,5,-1,(unassigned),4,"take off, strip off; stripped; strip; to be stripped of",,χιτών(1); μέγαρον(1); ὄλεθρος(1); τεῦχος(1)
ἀποσεύω,5,-1,(unassigned),14,"chase away; run away, flee; haemorrhage",Ἕκτωρ(1),δῶμα(1); ὁδός(1)
ἀλεγύνω,5,-1,(unassigned),15,"heed, care for; find; prepare; for guests",ἀνήρ(1),δαίς1(3); δαῖς(1)
