lemma,gloss,best_category,best_pos,best_neg,assigned,entry_len,pos_kinship_family,pos_marriage,pos_friendship_affection,pos_hostility_enmity,pos_hospitality_xenia,pos_erotic_pederasty,pos_rank_kingship_rule,pos_military_rank,pos_servitude_slavery,pos_messenger_herald_envoy,pos_civic_community
ἄμειψις,"exchange, interchange; succession; change; requiting, repaying; repartee",kinship_family,0.53,0.282,False,334,0.53,0.27,0.238,0.217,0.256,0.235,0.354,0.241,0.274,0.285,0.245
ἀμείψιχρον·,changing colour,kinship_family,0.078,0.109,False,76,0.078,0.046,0.063,0.067,0.056,-0.009,0.039,0.071,0.039,0.013,0.053
ἀμείωτος,not to be diminished; incapable of diminution,hostility_enmity,0.294,0.228,False,169,0.148,0.082,0.138,0.294,0.086,0.099,0.181,0.132,0.096,0.058,0.142
ἀμέλαθρος,houseless,hospitality_xenia,0.324,0.134,False,49,0.258,0.227,0.095,0.123,0.324,0.071,0.143,0.072,0.133,0.027,0.125
ἀμέλγω,"milk; you drain; of all they have; such up; milch; let such; squeeze out like milk, press out; drink; mulgeo, milk.",military_rank,0.27,0.378,False,1003,0.184,0.191,0.236,0.158,0.247,0.192,0.157,0.27,0.168,0.101,0.161
ἀμέλει,"never mind, do not trouble yourself; doubtless, by all means, of course; for instance; at any rate; and indeed; and so; actually",hostility_enmity,0.223,0.207,False,760,0.162,0.173,0.133,0.223,0.14,0.169,0.183,0.186,0.12,0.132,0.107
ἀμέλεια,"indifference, negligence; towards; negligences",hostility_enmity,0.294,0.307,False,192,0.261,0.209,0.273,0.294,0.165,0.246,0.17,0.216,0.208,0.193,0.115
ἀμελετ-ησία,"want of practice, negligence",marriage,0.227,0.293,False,138,0.214,0.227,0.155,0.168,0.115,0.197,0.109,0.145,0.194,0.079,0.091
ἀμελέτ-ητος,"unpractised, unprepared; untrained; unprepared",friendship_affection,0.209,0.244,False,373,0.16,0.143,0.209,0.194,0.132,0.197,0.132,0.176,0.201,0.087,0.121
ἀμελ-έω,"—have no care for, be neglectful of; he lost; sight; plunder; to be careless, negligent; overlook:; allow, suffer; lets; neglect; to be slighted, overlooked; careless; carelessly",kinship_family,0.362,0.368,False,1455,0.362,0.225,0.309,0.28,0.228,0.274,0.219,0.203,0.275,0.165,0.155
ἀμελ-ής,"careless, negligent; carelessly; careless of; negligent; uncared for, unheeded; pains",hostility_enmity,0.301,0.361,False,697,0.139,0.212,0.275,0.301,0.167,0.176,0.173,0.129,0.177,0.121,0.148
ἀμελ-ής,unmelodious,hostility_enmity,0.271,0.292,False,67,0.131,0.119,0.259,0.271,0.204,0.143,0.107,0.025,0.114,0.101,0.018
ἀμελ-ητέον,one must neglect; to be neglected,friendship_affection,0.298,0.208,False,189,0.265,0.157,0.298,0.213,0.25,0.179,0.16,0.152,0.209,0.134,0.088
ἀμελ-ητής,one who neglects,kinship_family,0.355,0.234,False,58,0.355,0.193,0.267,0.264,0.206,0.245,0.24,0.174,0.282,0.137,0.193
ἀμελ-ητικός,carelessly written,hostility_enmity,0.241,0.269,False,103,0.126,0.23,0.241,0.241,0.112,0.222,0.189,0.132,0.152,0.103,0.038
ἀμέλ-ητος,"not to be cared for, unworthy of care; heedlessly",friendship_affection,0.343,0.286,False,140,0.188,0.2,0.343,0.196,0.21,0.158,0.121,0.14,0.173,0.119,0.088
ἀμελ-ίου,negligence,kinship_family,0.234,0.308,False,53,0.234,0.191,0.2,0.21,0.142,0.153,0.102,0.095,0.187,0.102,0.115
ἀμελκ-τέον,one must milk,kinship_family,0.169,0.15,False,49,0.169,0.13,0.113,0.044,0.141,0.111,0.139,0.138,0.151,0.124,0.08
ἀμελκ-τήρ,milking-pail,servitude_slavery,0.197,0.24,False,64,0.153,0.071,0.136,0.067,0.148,0.132,0.102,0.165,0.197,0.137,0.018
ἀμελκ-τός,milked; to be milked,friendship_affection,0.257,0.316,False,70,0.163,0.166,0.257,0.124,0.173,0.142,0.171,0.18,0.218,0.135,0.092
ἀμέλλ-ητος,without delay; hesitation,hostility_enmity,0.17,0.288,False,186,0.104,0.103,0.128,0.17,0.12,0.129,0.139,0.151,0.067,0.098,0.083
ἄμελξις,milking,friendship_affection,0.212,0.326,False,79,0.146,0.105,0.212,0.077,0.168,0.164,0.111,0.116,0.178,0.11,0.066
ἀμελῴδητος,unmelodic,hostility_enmity,0.241,0.267,False,73,0.162,0.127,0.174,0.241,0.163,0.172,0.128,0.059,0.092,0.094,0.063
ἄμεμπτος,"blameless, without reproach; without blame; less blameworthy; perfect in its kind; irreproachably; not blaming, well content",hostility_enmity,0.35,0.312,False,704,0.19,0.204,0.26,0.35,0.196,0.285,0.202,0.135,0.197,0.118,0.163
ἀμεμφ-ία,freedom from blame; avoidance of censure,hostility_enmity,0.384,0.33,False,264,0.236,0.164,0.166,0.384,0.133,0.144,0.254,0.161,0.28,0.093,0.16
ἀμεμψι-μοίρητος,unexceptionable; without cause of complaint,kinship_family,0.204,0.179,False,157,0.204,0.129,0.11,0.141,0.139,0.116,0.077,0.028,0.091,0.114,0.087
ἀμεμψί-μοιρος,not complaining of oneʼs lot,hostility_enmity,0.268,0.221,False,87,0.12,0.111,0.237,0.268,0.113,0.151,0.123,0.016,0.141,0.095,0.059
ἀμενην-ός,"fleeting; fleeting, feeble; feeble, weak; faint, shadowy; feebly, faintly; not permanent",erotic_pederasty,0.316,0.301,False,1096,0.219,0.148,0.226,0.227,0.243,0.316,0.169,0.135,0.167,0.174,0.14
ἀμενην-όω,"weaken, deaden the force of",hostility_enmity,0.334,0.362,False,86,0.103,0.002,0.216,0.334,0.043,0.088,0.24,0.291,0.227,0.168,0.111
ἀμενητά·,without remaining,kinship_family,0.189,0.155,False,71,0.189,0.124,0.127,0.048,0.01,0.097,0.075,0.162,0.11,0.162,0.035
ἀμενθήριστος,not careful,marriage,0.162,0.156,False,66,0.103,0.162,0.13,0.112,0.113,0.118,0.108,0.122,0.084,0.064,0.037
ἀμέργω,pluck; pull; squeeze out,erotic_pederasty,0.197,0.207,False,336,0.128,0.099,0.172,0.145,0.12,0.197,0.087,0.169,0.172,0.171,0.098
ἀμέρδω,"deprive, bereave; of; to be bereft of; bereave of natural rights; blinded; robs of their lustre, tarnishes; lose; pluck",erotic_pederasty,0.418,0.393,False,1242,0.277,0.243,0.329,0.378,0.269,0.418,0.326,0.195,0.342,0.171,0.392
ἀμέρ-εια,being without parts,kinship_family,0.258,0.422,False,132,0.258,0.152,0.174,0.207,0.145,0.161,0.114,0.118,0.193,0.156,0.186
ἀμερ-ής,"without parts, indivisible; summa genera; impartial",hostility_enmity,0.35,0.352,False,362,0.291,0.21,0.257,0.35,0.214,0.252,0.227,0.184,0.291,0.175,0.198
ἀμερ-ιαῖος,momentary,erotic_pederasty,0.176,0.245,False,71,0.135,0.084,0.168,0.134,0.17,0.176,0.083,0.135,0.148,0.155,0.094
ἀμεριμν-έω,to be care-free,friendship_affection,0.307,0.279,False,85,0.224,0.186,0.307,0.097,0.244,0.112,0.125,0.185,0.233,0.172,0.166
ἀμεριμν-ία,"freedom from care; guarantee, release; receipt; Securitas Augustorum",messenger_herald_envoy,0.269,0.259,False,300,0.229,0.177,0.247,0.198,0.169,0.209,0.167,0.205,0.263,0.269,0.167
ἀμέριμν-ος,"free from care, unconcerned; uncared for; causing less care; more easily attained; less celebrated",servitude_slavery,0.278,0.286,False,524,0.148,0.194,0.227,0.185,0.235,0.156,0.2,0.172,0.278,0.152,0.168
ἀμέριστος,"undivided, indivisible; not imparting",hostility_enmity,0.296,0.32,False,328,0.259,0.211,0.204,0.296,0.194,0.206,0.239,0.135,0.201,0.108,0.237
ἀμερμηρεί,carelessly,friendship_affection,0.218,0.242,False,61,0.105,0.204,0.218,0.179,0.118,0.155,0.132,0.083,0.102,0.066,0.044
ἀμερσί-γᾰμος,robbing of wedlock,marriage,0.439,0.252,True,66,0.174,0.439,0.125,0.15,0.114,0.353,0.168,0.061,0.336,-0.011,0.052
ἀμερσί-νοος,"depriving of mind, maddening; deprivation",kinship_family,0.344,0.335,False,185,0.344,0.171,0.187,0.283,0.208,0.145,0.264,0.145,0.272,0.051,0.219
ἀμεσολάβητος,not seized by the middle; not thrown,rank_kingship_rule,0.268,0.211,False,206,0.184,0.134,0.075,0.114,0.108,0.131,0.268,0.194,0.224,0.194,0.141
ἄμεσος,immediate:; that cannot be proved syllogistically by means of a middle term; direct; immediately; immediacy; umerus; ams-,erotic_pederasty,0.25,0.294,False,498,0.217,0.22,0.192,0.242,0.188,0.25,0.184,0.237,0.181,0.18,0.155
ἀμετά-βᾰτος,"not changing place, stationary; without transition; intransitive; intransitively; incapable of being traversed; unextended",military_rank,0.251,0.347,False,406,0.221,0.146,0.198,0.243,0.191,0.241,0.179,0.251,0.221,0.215,0.162
ἀμετα-βλησία,unchangeableness,kinship_family,0.204,0.231,False,86,0.204,0.126,0.175,0.174,0.113,0.121,0.117,0.065,0.115,0.112,0.046
ἀμετά-βλητος,unchangeable; unchanged; not inflected; not transformed,kinship_family,0.199,0.212,False,480,0.199,0.173,0.181,0.191,0.159,0.146,0.128,0.141,0.13,0.156,0.134
ἀμετά-βολος,without modulation,messenger_herald_envoy,0.159,0.228,False,149,0.054,0.124,0.081,0.09,0.071,0.079,0.141,0.129,0.083,0.159,0.082
ἀμετά-γνωστος,"unalterable, implacable; not to be repented of",friendship_affection,0.276,0.326,False,126,0.226,0.123,0.276,0.25,0.155,0.201,0.202,0.171,0.21,0.168,0.131
ἀμετα-δόξαστος,unshakeable in oneʼs convictions,hostility_enmity,0.261,0.193,False,100,0.188,0.156,0.175,0.261,-0.006,0.215,0.13,0.077,0.176,0.043,0.058
ἀμετα-δοσία,"the habit of not giving, avarice",friendship_affection,0.431,0.425,False,77,0.229,0.215,0.431,0.325,0.289,0.272,0.154,0.149,0.274,0.095,0.152
ἀμετά-δοτος,"not imparting, sharing; niggardly; without giving to any one; not imparted, secret",friendship_affection,0.365,0.3,False,327,0.22,0.237,0.365,0.336,0.254,0.252,0.162,0.155,0.223,0.156,0.195
ἀμετά-θετος,"unalterable, immutable; not inflected",kinship_family,0.172,0.227,False,297,0.172,0.113,0.117,0.133,0.114,0.066,0.156,0.12,0.157,0.156,0.144
ἀμετα-κίνητος,"not to be moved from place to place, immovable; unmoved",erotic_pederasty,0.227,0.213,False,220,0.159,0.139,0.143,0.174,0.115,0.227,0.128,0.078,0.163,0.17,0.165
ἀμετά-κλαστος,"not to be broken, inflexible",hostility_enmity,0.171,0.27,False,90,0.081,0.091,0.147,0.171,0.092,0.085,0.056,0.024,0.075,0.12,0.016
ἀμετά-κλητος,"irrevocable, uncontrollable",erotic_pederasty,0.146,0.158,False,107,0.072,0.029,0.08,0.123,0.055,0.146,0.05,-0.003,0.056,0.083,-0.002
ἀμετά-κλιτος,"inflexible, steadfast",hostility_enmity,0.189,0.345,False,88,0.087,0.16,0.148,0.189,0.146,0.161,0.146,0.071,0.125,0.102,0.1
ἀμετά-ληπτος,not to be substituted,servitude_slavery,0.156,0.178,False,77,0.085,0.152,0.107,0.113,0.15,0.092,0.073,0.106,0.156,0.104,0.014
ἀμετ-άλλακτος,unchanging,friendship_affection,0.231,0.191,False,73,0.161,0.196,0.231,0.214,0.208,0.179,0.104,0.114,0.158,0.169,0.13
ἀμετα-μέλητος,"not to be repented of; regretted; nothing to repent of; having no opportunity of repentance; unrepentant, feeling no remorse",friendship_affection,0.288,0.237,False,431,0.177,0.178,0.288,0.263,0.162,0.206,0.096,0.171,0.248,0.085,0.131
ἀμετα-μίσθωτος,not sublet,kinship_family,0.137,0.163,False,63,0.137,-0.026,0.081,0.023,0.023,0.069,0.011,0.087,0.11,0.098,0.135
ἀμετα-νόητος,unrepentant,servitude_slavery,0.195,0.159,False,192,0.084,0.102,0.185,0.167,0.122,0.119,0.049,0.039,0.195,0.118,0.047
ἀμετά-πειστος,"not to be moved by persuasion, inexorable; unchangeable, steadfast",hostility_enmity,0.281,0.277,False,278,0.165,0.207,0.229,0.281,0.151,0.169,0.208,0.115,0.141,0.235,0.161
ἀμετά-πλαστος,not to be remoulded; altered,erotic_pederasty,0.205,0.192,False,95,0.157,0.155,0.172,0.136,0.145,0.205,0.13,0.139,0.135,0.099,0.122
ἀμετα-ποίητος,indigestible,hostility_enmity,0.196,0.316,False,55,0.114,0.078,0.175,0.196,0.117,0.117,0.104,0.078,0.038,0.142,0.061
ἀμετά-πταιστος,infallible,marriage,0.153,0.216,False,68,0.142,0.153,0.059,0.13,0.046,0.075,0.064,0.005,-0.003,0.037,0.007
ἀμετα-πτωσία,unchangeableness,kinship_family,0.204,0.231,False,84,0.204,0.126,0.175,0.174,0.113,0.121,0.117,0.065,0.115,0.112,0.046
ἀμετά-πτωτος,"unchanging, unchangeable; not losing its power",friendship_affection,0.208,0.264,False,397,0.187,0.166,0.208,0.193,0.179,0.125,0.138,0.103,0.147,0.16,0.111
ἀμετά-στατος,"unchangeable, unchanging; uniformity",military_rank,0.236,0.29,False,193,0.191,0.161,0.204,0.208,0.175,0.139,0.186,0.236,0.229,0.193,0.107
ἀμετά-στρεπτος,"not to be diverted; without turning round, straight forward",hospitality_xenia,0.225,0.161,False,260,0.082,0.182,0.126,0.087,0.225,0.073,0.105,0.128,0.092,0.08,0.104
ἀμετά-στροφος,"not to be turned round, unalterable",hostility_enmity,0.222,0.223,False,93,0.037,0.097,0.117,0.222,0.133,0.066,0.122,0.049,0.023,0.098,0.112
ἀμετα-τροπία,immovableness,hostility_enmity,0.281,0.269,False,60,0.259,0.17,0.247,0.281,0.17,0.267,0.211,0.169,0.216,0.162,0.148
ἀμετα-φόρητος,irremovable,hostility_enmity,0.166,0.234,False,65,0.131,0.063,0.124,0.166,0.141,0.133,0.065,0.022,0.029,0.087,0.142
ἀμετά-φραστος,untranslatable,messenger_herald_envoy,0.184,0.264,False,99,0.104,0.059,0.089,0.151,0.081,0.11,0.078,0.059,0.104,0.184,0.124
ἀμετα-χείριστος,"not hanselled, new; difficult to handle, intractable, Gloss.",servitude_slavery,0.276,0.289,False,125,0.129,0.217,0.122,0.206,0.148,0.174,0.163,0.11,0.276,0.27,0.082
ἀμέτ-οιστος,which cannot be alienated; secularized,civic_community,0.337,0.291,False,106,0.227,0.262,0.192,0.239,0.232,0.143,0.274,0.134,0.246,0.161,0.337
ἀμέτ-οχος,"having no share of, free from",friendship_affection,0.265,0.3,False,385,0.187,0.201,0.265,0.212,0.215,0.103,0.119,0.129,0.223,0.072,0.205
ἀμέτρ-ητος,"immeasurable, immense; inexhaustible; unnumbered, countless; not measured",friendship_affection,0.233,0.309,False,473,0.186,0.158,0.233,0.186,0.127,0.155,0.224,0.17,0.188,0.205,0.111
ἀμετρ-ία,"excess, disproportion; want of moderation; infinity, countless number",civic_community,0.288,0.247,False,264,0.155,0.17,0.163,0.257,0.194,0.192,0.221,0.134,0.179,0.072,0.288
ἀμέτρ-ιος,unreasonable,hostility_enmity,0.182,0.196,False,72,0.155,0.156,0.167,0.182,0.108,0.15,0.106,-0.029,0.069,0.046,-0.001
ἀμετρο-βᾰθής,immensely deep,erotic_pederasty,0.207,0.221,False,60,0.156,0.131,0.175,0.105,0.085,0.207,0.155,0.175,0.12,0.074,0.062
ἀμετρό-βιος,of immensely long life,marriage,0.222,0.251,False,127,0.191,0.222,0.149,0.139,0.087,0.119,0.167,0.082,0.075,0.058,0.09
ἀμετρό-δικος,breaking bounds of justice,erotic_pederasty,0.221,0.237,False,78,0.191,0.186,0.079,0.173,0.067,0.221,0.207,0.098,0.215,0.031,0.106
ἀμετρο-επής,unbridled of tongue,erotic_pederasty,0.286,0.359,False,70,0.139,0.085,0.214,0.207,0.163,0.286,0.13,0.083,0.157,0.177,0.05
ἀμετρο-επία,garrulily,hostility_enmity,0.201,0.176,False,61,0.132,0.135,0.157,0.201,0.102,0.116,0.133,0.056,0.117,0.114,0.101
ἀμετρό-κᾰκος,immeasurably bad,hostility_enmity,0.216,0.219,False,67,0.093,0.103,0.104,0.216,0.042,0.115,0.159,0.061,0.091,0.045,0.033
ἀμετρο-παθής,excessive in emotion,hostility_enmity,0.317,0.318,False,69,0.099,0.08,0.193,0.317,0.067,0.272,0.121,0.081,0.112,0.057,0.039
ἀμετρο-πότης,drinking to excess,erotic_pederasty,0.165,0.351,False,82,0.036,0.053,0.101,0.034,0.145,0.165,0.066,0.068,0.084,-0.058,0.002
ἄμετρος,"without; beyond measure, immense; immoderate; neverceasing; disproportionate; most unequal; without metre, prosaic; unmetrically; not in metre",rank_kingship_rule,0.324,0.59,False,607,0.308,0.238,0.239,0.241,0.161,0.263,0.324,0.196,0.302,0.161,0.193
ἀμεύομαι,"surpass, outstrip; pass over; purchase",erotic_pederasty,0.236,0.246,False,233,0.153,0.097,0.202,0.109,0.21,0.236,0.11,0.159,0.151,0.104,0.126
ἀμευσιεπής,surpassing words,rank_kingship_rule,0.284,0.303,False,67,0.104,0.11,0.168,0.15,0.091,0.125,0.284,0.168,0.139,0.103,0.083
ἀμεύσιμος,passable,friendship_affection,0.268,0.203,False,60,0.167,0.137,0.268,0.083,0.148,0.123,0.1,0.104,0.159,0.087,0.13
ἀμευσίπορος,path-shifting,messenger_herald_envoy,0.255,0.136,False,67,0.029,0.084,0.019,0.082,0.011,0.063,0.021,0.123,0.049,0.255,0.028
ἄμη,"shovel; hod; e; water-bucket, pail; spade; hobble",messenger_herald_envoy,0.353,0.348,False,323,0.16,0.156,0.198,0.221,0.255,0.212,0.131,0.268,0.182,0.353,0.205
ἁμῆ,in a certain way; somehow or other,hostility_enmity,0.22,0.275,False,203,0.169,0.184,0.179,0.22,0.155,0.188,0.192,0.186,0.141,0.131,0.139
ἀμήν,"verily, of a truth, so be it",hostility_enmity,0.263,0.315,False,179,0.105,0.22,0.224,0.263,0.212,0.163,0.195,0.187,0.117,0.095,0.074
ἀμήνῑτος,not angry,hostility_enmity,0.267,0.225,False,146,0.064,0.074,0.079,0.267,0.07,0.09,0.06,0.107,0.08,0.116,0.109
ἀμήν-ῡτος,"not denounced; unannounced, without warning",hostility_enmity,0.338,0.247,False,184,0.08,0.061,0.131,0.338,0.169,0.226,0.103,0.168,0.091,0.209,0.144
ἀμήρῠτος,not to be wound up; tedious,hostility_enmity,0.214,0.289,False,165,0.064,0.153,0.14,0.214,0.19,0.09,0.107,0.167,0.208,0.147,0.072
ἄμης,milk cake; oven,hospitality_xenia,0.277,0.299,False,154,0.188,0.242,0.199,0.11,0.277,0.223,0.141,0.107,0.119,0.125,0.077
ἀμ-ητήρ,reaper; like a sickle,friendship_affection,0.207,0.279,False,183,0.07,0.157,0.207,0.134,0.118,0.169,0.111,0.183,0.151,0.147,0.106
ἀμ-ητήριον,sickle,hospitality_xenia,0.153,0.21,False,49,0.107,0.134,0.142,0.142,0.153,0.14,0.078,0.091,0.092,0.096,0.105
ἀμ-ητής,reaper,military_rank,0.183,0.185,False,51,0.056,0.157,0.114,0.13,0.089,0.095,0.111,0.183,0.151,0.147,0.106
ἀμ-ητικός,of; for reaping; reaping,messenger_herald_envoy,0.286,0.22,False,99,0.148,0.149,0.271,0.132,0.153,0.166,0.142,0.187,0.219,0.286,0.136
ἄμητος,"reaping, harvesting; harvest, harvest-time; crop, harvest gathered in; field when reaped",messenger_herald_envoy,0.295,0.354,False,531,0.271,0.156,0.256,0.097,0.193,0.163,0.14,0.218,0.257,0.295,0.249
ἀμήτωρ,"motherless; that is no mother, unmotherly; childless",kinship_family,0.658,0.244,True,361,0.658,0.315,0.199,0.18,0.173,0.225,0.306,0.104,0.204,0.061,0.217
ἀμηχαν-έω,"to be; to be at a loss for; in want of; about; not to know how; know not how; without the necessaries of life; to be reduced to great straits; to be at a loss, amazed, perplexed; at",friendship_affection,0.323,0.333,False,954,0.266,0.215,0.323,0.241,0.252,0.199,0.207,0.219,0.284,0.211,0.189
ἀμηχαν-ία,"want of means; resources, helplessness; hardship, trouble",hostility_enmity,0.366,0.457,False,294,0.262,0.154,0.335,0.366,0.158,0.181,0.229,0.224,0.286,0.188,0.208
ἀμηχᾰνο-εργός,unfit for work,servitude_slavery,0.291,0.272,False,61,0.125,0.126,0.12,0.11,0.132,0.114,0.138,0.062,0.291,0.105,0.098
ἀμηχᾰνο-ποιέομαι,go awkwardly to work,servitude_slavery,0.187,0.111,False,85,-0.003,0.069,0.136,0.14,0.164,0.086,0.087,0.018,0.187,0.05,0.044
ἀμήχᾰνος,"without means; resources, helpless; incapable, awkward; awkward at; at a loss how to; unable to; allowing of no means; impracticable, unmanageable; hard, impossible; hard; impossible; impossibilities; against whom; which nothing can be done, irresistible; without help; remedy; inexplicable, not to be interpreted; extraordinary; enormous; an inconceivable amount; inconceivable; monsters):; infinitely great; it is impossible to say",friendship_affection,0.309,0.354,False,2514,0.234,0.171,0.309,0.304,0.217,0.227,0.246,0.209,0.23,0.172,0.172
ἁμηῷος,with the dawn,servitude_slavery,0.184,0.248,False,54,0.123,0.17,0.135,0.084,0.142,0.126,0.138,0.149,0.184,0.146,0.043
ἄμι,"PTeb.; ajowan, Carum copticum",kinship_family,0.251,0.217,False,224,0.251,0.139,0.098,0.098,0.16,0.123,0.151,0.148,0.173,0.158,0.202
ἀμία,tunny; bonito,erotic_pederasty,0.188,0.224,False,242,0.166,0.135,0.125,0.168,0.163,0.188,0.064,0.119,0.117,0.099,0.135
ἀμίαντος,"undefiled, pure; free from stain; not to be defiled; asbestos",marriage,0.176,0.266,False,485,0.117,0.176,0.104,0.159,0.075,0.132,0.11,0.12,0.174,0.113,0.104
ἀμῐγής,"unmixed, pure; virgin; containing a single author",erotic_pederasty,0.332,0.289,False,548,0.189,0.255,0.278,0.129,0.266,0.332,0.153,0.089,0.23,0.121,0.225
ἄμιθα,cake,hospitality_xenia,0.213,0.269,False,85,0.165,0.208,0.187,0.207,0.213,0.189,0.141,0.141,0.107,0.137,0.112
ἄμικτος,"unmingled, that will not mingle; that will not blend; harmonize; unmixed, pure; unmixed with; uniform; not mingling with others, unsociable, savage; morose; refuse to admit; to; society; not mixing the breed; not having intercourse with; uncivilized; inhospitable",friendship_affection,0.496,0.378,True,1100,0.314,0.273,0.496,0.438,0.422,0.369,0.366,0.408,0.259,0.24,0.385
