lemma,gloss,best_category,best_score,score_kinship_family,score_marriage,score_friendship_affection,score_hostility_enmity,score_hospitality_xenia,score_erotic_pederasty,score_rank_kingship_rule,score_military_rank,score_servitude_slavery,score_messenger_herald_envoy,score_civic_community
ἀνέψω,boil again,hospitality_xenia,0.341,0.284,0.255,0.233,0.275,0.341,0.26,0.285,0.205,0.259,0.285,0.276
ἄνεω,"without a sound, in silence",hospitality_xenia,0.308,0.303,0.258,0.227,0.245,0.308,0.275,0.209,0.243,0.151,0.192,0.219
ἀνεῳγότως,openly,military_rank,0.408,0.301,0.375,0.374,0.388,0.246,0.346,0.387,0.408,0.324,0.261,0.346
ἄνη,fulfilment,servitude_slavery,0.47,0.266,0.333,0.305,0.32,0.339,0.284,0.301,0.335,0.47,0.314,0.358
ἀνηβ-άω,"grow young again; grow up, attain to",kinship_family,0.394,0.394,0.33,0.243,0.372,0.237,0.306,0.386,0.329,0.265,0.169,0.291
ἀνηβ-ητήριος,making young again; returning; of youth,civic_community,0.44,0.405,0.225,0.242,0.311,0.322,0.287,0.296,0.249,0.236,0.164,0.44
ἄνηβ-ος,not yet come to manʼs estate; pueri; impotent,rank_kingship_rule,0.368,0.357,0.31,0.203,0.281,0.272,0.314,0.368,0.246,0.339,0.199,0.204
ἀνηβ-ότης,"childhood, minority",rank_kingship_rule,0.519,0.447,0.251,0.27,0.373,0.271,0.357,0.519,0.32,0.364,0.184,0.421
ἀνηγέομαι,"relate, rehearse; advance",hospitality_xenia,0.334,0.298,0.203,0.273,0.238,0.334,0.233,0.298,0.26,0.276,0.242,0.294
ἀνήδομαι,renounce oneʼs enjoyment of; no longer enjoy,hospitality_xenia,0.443,0.192,0.295,0.321,0.361,0.443,0.373,0.27,0.232,0.227,0.207,0.271
ἀνήδονος,disagreeable; without pleasure,erotic_pederasty,0.433,0.324,0.324,0.303,0.366,0.327,0.433,0.294,0.251,0.278,0.178,0.295
ἀνήδυντος,not sweetened; seasoned; unpleasant,hospitality_xenia,0.289,0.146,0.238,0.276,0.287,0.289,0.221,0.226,0.163,0.261,0.188,0.277
ἀνηθέλαιον,oil of dill,friendship_affection,0.246,0.176,0.221,0.246,0.192,0.141,0.219,0.228,0.184,0.204,0.243,0.161
ἀνηθίκευτος,without characteristic,hostility_enmity,0.389,0.268,0.233,0.305,0.389,0.296,0.234,0.388,0.267,0.356,0.255,0.22
ἀνήθ-ινος,made of dill,friendship_affection,0.303,0.234,0.27,0.303,0.211,0.199,0.261,0.202,0.227,0.244,0.195,0.271
ἀνηθ-ίτης,flavoured with dill-seed,friendship_affection,0.245,0.232,0.223,0.245,0.167,0.151,0.234,0.144,0.179,0.182,0.193,0.135
ἀνηθ-οειδής,like dill,friendship_affection,0.307,0.276,0.282,0.307,0.285,0.198,0.294,0.268,0.244,0.256,0.208,0.245
ἄνηθον,"dill, Anethum graveolens",marriage,0.297,0.268,0.297,0.266,0.227,0.165,0.292,0.29,0.22,0.228,0.231,0.175
ἀνηθοποίητος,not giving exact delineation of character; unprincipled,erotic_pederasty,0.291,0.199,0.135,0.151,0.197,0.13,0.291,0.19,0.207,0.274,0.18,0.206
ἀνήκεστος,"incurable, desperate, fatal; till it is past cure; ruin utterly; utterly ruined; damaging beyond remedy, pernicious; cruelly",hospitality_xenia,0.309,0.236,0.163,0.279,0.304,0.309,0.281,0.268,0.189,0.202,0.082,0.237
ἀνηκίδωτος,without point,hostility_enmity,0.341,0.269,0.24,0.269,0.341,0.237,0.282,0.337,0.281,0.327,0.196,0.258
ἀνηκο-έω,to be deaf,erotic_pederasty,0.357,0.272,0.332,0.284,0.313,0.322,0.357,0.333,0.267,0.312,0.263,0.252
ἀνηκο-ΐα,not hearing; ignorance; disobedience,hostility_enmity,0.456,0.211,0.219,0.255,0.456,0.245,0.175,0.249,0.188,0.292,0.156,0.207
ἀνήκο-ος,"without hearing; not hearing; never having heard; learnt; ignorant of; with no ear for; not attending the lectures of..; ignorant, untaught; not willing to hear, not listening; disobedience; unheard; without result",hostility_enmity,0.341,0.169,0.167,0.192,0.341,0.301,0.183,0.22,0.196,0.186,0.105,0.137
ἀνηκουστ-έω,"to be unwilling to hear, disobey",hostility_enmity,0.473,0.219,0.274,0.29,0.473,0.234,0.344,0.336,0.299,0.375,0.263,0.283
ἀνηκουστ-ία,"want of hearing, deafness; disobedience",hostility_enmity,0.386,0.188,0.256,0.312,0.386,0.272,0.351,0.22,0.232,0.25,0.212,0.205
ἀνήκουστ-ος,"not to be heard, inaudible; unheard of; not to be granted; not willing to hear; disobedience",hostility_enmity,0.403,0.161,0.196,0.266,0.403,0.309,0.178,0.217,0.194,0.273,0.157,0.173
ἀνήκω,"to have come up to; reach up to; have; reached; to rise to; amounts to; has gone; far..; have gone as far as..; has come to; has become; refer to; be connected with; involve; belong, appertain; to be fit; proper; come back",rank_kingship_rule,0.244,0.227,0.134,0.227,0.185,0.214,0.171,0.244,0.196,0.167,0.228,0.2
ἀνηλάκᾰτος,unable to spin,kinship_family,0.189,0.189,0.159,0.103,0.164,0.121,0.089,0.145,0.149,0.129,0.117,0.179
ἀνήλᾰτος,not malleable; stubborn; not struck with a hammer,hostility_enmity,0.371,0.183,0.186,0.187,0.371,0.204,0.238,0.307,0.193,0.303,0.146,0.232
ἀνηλεγής,"unconcerned, reckless",hostility_enmity,0.383,0.2,0.302,0.319,0.383,0.29,0.285,0.368,0.34,0.273,0.223,0.275
ἀνηλε-ής,"without pity, unmerciful",hostility_enmity,0.377,0.298,0.246,0.364,0.377,0.339,0.265,0.269,0.314,0.317,0.197,0.247
ἀνηλέ-ητος,unpitied; unmerciful,hospitality_xenia,0.516,0.324,0.235,0.342,0.372,0.516,0.297,0.265,0.306,0.279,0.231,0.316
ἀνήλειπτος,unanointed,hostility_enmity,0.464,0.383,0.3,0.423,0.464,0.36,0.363,0.298,0.249,0.33,0.234,0.433
ἀνηλειψία,"being unanointed, uncleanliness",hostility_enmity,0.456,0.427,0.267,0.418,0.456,0.321,0.315,0.351,0.234,0.34,0.189,0.394
ἀνηλιάζω,place in the sun,hospitality_xenia,0.341,0.294,0.273,0.229,0.264,0.341,0.243,0.261,0.248,0.256,0.223,0.248
ἀνήλῐκος,not yet arrived at manʼs estate,kinship_family,0.35,0.35,0.273,0.159,0.121,0.187,0.273,0.335,0.232,0.316,0.23,0.242
ἀνήλιος,"without sun, unsunned, sunless",rank_kingship_rule,0.308,0.272,0.226,0.304,0.238,0.29,0.27,0.308,0.196,0.231,0.235,0.18
ἀνηλιποκαιβλεπέλαιος,barefoot and unanointed,hostility_enmity,0.388,0.333,0.274,0.293,0.388,0.376,0.253,0.283,0.236,0.234,0.171,0.297
ἀνήλῐπος,barefoot,hospitality_xenia,0.404,0.366,0.332,0.28,0.343,0.404,0.282,0.302,0.294,0.293,0.217,0.267
ἀνήλῠσις,going up: return,hostility_enmity,0.32,0.239,0.236,0.203,0.32,0.249,0.207,0.297,0.275,0.208,0.295,0.227
ἀνήλωτος,not nailed,friendship_affection,0.334,0.297,0.259,0.334,0.314,0.25,0.257,0.302,0.202,0.262,0.187,0.294
ἀνήμελκτος,unmilked,erotic_pederasty,0.423,0.313,0.35,0.328,0.375,0.291,0.423,0.331,0.299,0.314,0.267,0.321
ἀνήμερ-ος,"not tame, wild, savage",military_rank,0.413,0.346,0.262,0.367,0.32,0.258,0.295,0.388,0.413,0.312,0.211,0.271
ἀνημερ-ότης,"wildness, savageness",friendship_affection,0.423,0.319,0.276,0.423,0.372,0.321,0.383,0.351,0.402,0.282,0.222,0.334
ἀνημερ-όω,to clear of wild beasts,erotic_pederasty,0.386,0.262,0.183,0.248,0.211,0.204,0.386,0.259,0.265,0.211,0.229,0.249
ἀνημέρ-ωτος,untilled,rank_kingship_rule,0.341,0.314,0.283,0.287,0.309,0.266,0.285,0.341,0.243,0.33,0.335,0.264
ἀνήμυκτος,not torn; lacerated,marriage,0.273,0.224,0.273,0.262,0.252,0.239,0.27,0.232,0.189,0.222,0.2,0.229
ἀνήνεμ-ος,without wind; without the blast; gentle,military_rank,0.341,0.275,0.198,0.227,0.309,0.274,0.239,0.258,0.341,0.227,0.245,0.207
ἀνήνιος,unbridled,erotic_pederasty,0.423,0.348,0.358,0.356,0.376,0.336,0.423,0.331,0.276,0.361,0.323,0.417
ἀνήνιος,without pain,hostility_enmity,0.369,0.271,0.274,0.307,0.369,0.283,0.294,0.24,0.243,0.312,0.214,0.231
ἀνήνοθε,gushed forth from; mounted up,messenger_herald_envoy,0.304,0.24,0.215,0.266,0.301,0.24,0.276,0.238,0.277,0.257,0.304,0.262
ἀνήνυστος,"of none effect, ineffectual; impossible of fulfilment",hospitality_xenia,0.27,0.17,0.131,0.161,0.238,0.27,0.193,0.141,0.127,0.182,0.108,0.135
ἀνήνῠτος,"endless, never-ending",kinship_family,0.382,0.382,0.259,0.309,0.288,0.263,0.341,0.313,0.28,0.223,0.243,0.376
ἀνηπλωμένως,"at length, in detail",rank_kingship_rule,0.376,0.255,0.23,0.234,0.227,0.26,0.297,0.376,0.273,0.307,0.244,0.358
ἀνήπυστος,unheard of,friendship_affection,0.312,0.278,0.279,0.312,0.247,0.284,0.303,0.294,0.241,0.243,0.172,0.265
ἀνηπύω,sound; sing aloud,hospitality_xenia,0.356,0.211,0.231,0.23,0.203,0.356,0.23,0.269,0.3,0.236,0.165,0.205
ἀνηρέμητος,restless,civic_community,0.367,0.271,0.331,0.321,0.32,0.301,0.341,0.283,0.314,0.256,0.314,0.367
ἀνηρεοί,rings through which cables were passed,hostility_enmity,0.16,0.082,0.064,0.109,0.16,0.128,0.112,0.093,0.124,0.152,0.134,0.117
ἀνηρεφής,not covered,rank_kingship_rule,0.412,0.218,0.241,0.222,0.207,0.304,0.245,0.412,0.235,0.236,0.196,0.206
ἀνήροτος,unploughed; without tillage,servitude_slavery,0.303,0.228,0.278,0.213,0.245,0.257,0.256,0.249,0.238,0.303,0.288,0.262
ἀνηρτημένως,"disconnectedly, incoherently",hospitality_xenia,0.397,0.304,0.256,0.266,0.325,0.397,0.372,0.324,0.218,0.238,0.244,0.352
ἀνησιδώρα,sending up gifts,friendship_affection,0.377,0.234,0.319,0.377,0.158,0.308,0.299,0.24,0.182,0.238,0.268,0.242
ἀνήσσητος,unconquered,erotic_pederasty,0.423,0.329,0.351,0.253,0.411,0.369,0.423,0.309,0.329,0.314,0.242,0.277
ἄνηστος,unspun,rank_kingship_rule,0.401,0.349,0.243,0.27,0.355,0.267,0.39,0.401,0.274,0.326,0.257,0.261
ἀνήσυχος·,inquietus,hospitality_xenia,0.474,0.35,0.311,0.283,0.347,0.474,0.376,0.37,0.29,0.318,0.301,0.29
ἀνήφαιστος,that is no fire,rank_kingship_rule,0.286,0.216,0.192,0.23,0.258,0.179,0.201,0.286,0.217,0.208,0.226,0.228
ἀνηχέω,raise a shout,rank_kingship_rule,0.377,0.299,0.324,0.291,0.316,0.298,0.265,0.377,0.313,0.295,0.265,0.291
ἀνθαιρ-έομαι,"choose; instead of; prefer, choose rather; dispute, lay claim to",hostility_enmity,0.321,0.13,0.183,0.211,0.321,0.124,0.213,0.197,0.2,0.208,0.161,0.165
ἀνθαίρ-εσις,choice of; to succeed,erotic_pederasty,0.358,0.297,0.281,0.253,0.224,0.235,0.358,0.31,0.255,0.257,0.174,0.19
ἀνθαιρ-ετιστής,belonging to the opposite ‘condition’,hospitality_xenia,0.331,0.272,0.249,0.259,0.296,0.331,0.285,0.288,0.184,0.222,0.169,0.227
ἀνθᾰλίσκομαι,to be captured in turn; to be convicted in turn,rank_kingship_rule,0.359,0.199,0.232,0.132,0.308,0.181,0.244,0.359,0.303,0.25,0.199,0.284
ἀνθᾰμαρτάνω,err in retaliation,hostility_enmity,0.462,0.319,0.31,0.235,0.462,0.226,0.363,0.274,0.285,0.255,0.305,0.226
ἀνθᾰμιλλ-άομαι,"vie one with another, be rivals; race",hostility_enmity,0.691,0.279,0.336,0.365,0.691,0.287,0.275,0.36,0.257,0.257,0.186,0.296
ἀνθᾰμιλλ-ος,"vying with, rivalling",hostility_enmity,0.717,0.319,0.306,0.392,0.717,0.296,0.291,0.406,0.336,0.311,0.313,0.279
ἀνθάπτομαι,"lay hold of in return; lay hold of, grapple with, engage in; reach, attain; lay hold of, seize, attack; attacked; counter-grip",messenger_herald_envoy,0.316,0.177,0.142,0.191,0.244,0.2,0.181,0.229,0.272,0.191,0.316,0.183
ἀνθάριον,"pimple, eruption",erotic_pederasty,0.296,0.2,0.191,0.189,0.27,0.201,0.296,0.214,0.205,0.225,0.264,0.159
ἀνθαρμόζω,fit; to,friendship_affection,0.41,0.287,0.305,0.41,0.302,0.273,0.37,0.327,0.328,0.306,0.267,0.282
ἀνθάρπαγμα,a thing seized by way of reprisal; pledge,hostility_enmity,0.369,0.211,0.235,0.221,0.369,0.186,0.23,0.358,0.286,0.267,0.183,0.241
ἄνθειον,"flower, blossom",marriage,0.374,0.359,0.374,0.355,0.315,0.333,0.305,0.271,0.276,0.285,0.319,0.237
ἀνθεκτέον,one must cleave to,hostility_enmity,0.332,0.238,0.322,0.301,0.332,0.257,0.305,0.288,0.277,0.268,0.2,0.246
ἀνθεκτικός,"clinging to, attached to",erotic_pederasty,0.382,0.336,0.274,0.368,0.333,0.235,0.382,0.247,0.357,0.376,0.242,0.286
ἀνθελετός,preferred; de herb.,civic_community,0.328,0.203,0.194,0.306,0.252,0.284,0.248,0.293,0.259,0.256,0.282,0.328
ἀνθελιγμός,counter-winding,messenger_herald_envoy,0.312,0.21,0.207,0.203,0.246,0.133,0.22,0.264,0.177,0.244,0.312,0.26
ἀνθέλιξ,the interior curvature of the ear,rank_kingship_rule,0.218,0.105,0.141,0.108,0.207,0.158,0.149,0.218,0.117,0.09,0.154,0.113
ἀνθέλκω,draw; pull against; in a contrary direction; resistance; to,messenger_herald_envoy,0.31,0.198,0.155,0.176,0.292,0.176,0.215,0.213,0.265,0.179,0.31,0.181
ἄνθεμα,dance,hospitality_xenia,0.45,0.361,0.412,0.335,0.308,0.45,0.434,0.363,0.349,0.318,0.317,0.407
ἀνθέμ-ιον,"honeysuckle pattern; artificial flowers, IG; the purest quality",friendship_affection,0.169,0.158,0.154,0.169,0.154,0.125,0.127,0.153,0.088,0.169,0.167,0.148
ἀνθεμ-ίς,"camomile; Matricaria Chamomilla, wild c.; Anthemis tinctoria, dyerʼs c.; A. rosea.",rank_kingship_rule,0.288,0.253,0.193,0.182,0.21,0.241,0.28,0.288,0.208,0.169,0.219,0.233
ἀνθεμ-όεις,flowery; adorned with flowers; embroidered,messenger_herald_envoy,0.37,0.227,0.318,0.306,0.221,0.196,0.263,0.258,0.192,0.25,0.37,0.293
ἄνθεμον,flowers; plant; Matricaria Chamomilla; eradiata; Anthemis chia; cake,friendship_affection,0.271,0.143,0.26,0.271,0.168,0.212,0.219,0.16,0.104,0.148,0.201,0.127
ἀνθεμό-ρρῠτος,flowing from flowers,marriage,0.259,0.238,0.259,0.189,0.215,0.199,0.193,0.172,0.163,0.177,0.255,0.164
ἀνθεμό-στρωτος,strewn with flowers,kinship_family,0.35,0.35,0.319,0.297,0.311,0.295,0.3,0.222,0.248,0.296,0.232,0.291
ἀνθεμουργός,working in flowers; the bee,kinship_family,0.306,0.306,0.289,0.224,0.191,0.26,0.243,0.218,0.225,0.303,0.234,0.195
ἀνθεμ-ώδης,"flowery, blooming",friendship_affection,0.404,0.332,0.335,0.404,0.334,0.326,0.333,0.371,0.281,0.32,0.278,0.343
ἀνθεμ-ωτός,adorned with flowers; with flower-patterns,marriage,0.339,0.304,0.339,0.325,0.279,0.239,0.308,0.254,0.181,0.274,0.322,0.28
ἄνθεξις,clinging to,erotic_pederasty,0.471,0.362,0.312,0.39,0.418,0.274,0.471,0.333,0.316,0.349,0.299,0.384
ἀνθερεών,"chin; neck, throat; mouth",military_rank,0.292,0.228,0.196,0.226,0.208,0.178,0.215,0.245,0.292,0.161,0.255,0.184
ἀνθέρ-ῐκος,flowering stem of asphodel; flower-head of asphodel; the plant; asphodel,messenger_herald_envoy,0.25,0.233,0.185,0.157,0.173,0.143,0.195,0.18,0.196,0.159,0.25,0.184
ἀνθερ-ῐκώδης,like asphodel,servitude_slavery,0.29,0.188,0.222,0.177,0.231,0.236,0.259,0.272,0.219,0.29,0.189,0.194
ἀνθέριξ,beard; the ear; stalk of asphodel,kinship_family,0.254,0.254,0.148,0.195,0.202,0.187,0.191,0.223,0.164,0.202,0.246,0.154
ἀνθεσι-ουργός,creating flowers,marriage,0.294,0.275,0.294,0.191,0.197,0.139,0.166,0.16,0.155,0.244,0.206,0.193
ἀνθεσι-πότᾱτος,fluttering round flowers,messenger_herald_envoy,0.272,0.231,0.233,0.191,0.193,0.133,0.158,0.183,0.199,0.141,0.272,0.197
ἀνθεσί-χρως,variegated,servitude_slavery,0.431,0.272,0.32,0.312,0.366,0.336,0.364,0.405,0.338,0.431,0.319,0.319
Ἀνθεσ-τηριών,Anthesterion,servitude_slavery,0.381,0.353,0.362,0.248,0.349,0.28,0.299,0.35,0.277,0.381,0.368,0.364
Ἀνθεσ-φόρια,gathering flowers,marriage,0.388,0.304,0.388,0.326,0.319,0.35,0.247,0.193,0.329,0.253,0.257,0.274
ἀνθεσ-φόρος,"bearing flowers, flowery; women celebrating the Anthesphoria",marriage,0.41,0.26,0.41,0.305,0.242,0.271,0.369,0.23,0.186,0.285,0.285,0.224
ἀνθέω,"blossom, bloom; with; just showing; flourish; bloom, be brilliant, shine; to be in bloom, blooming; to be in the bloom; flower; flourish, abound; flourish, be popular; to be at the height; pitch; were in full swing; swarm with",friendship_affection,0.334,0.279,0.284,0.334,0.235,0.22,0.232,0.214,0.246,0.316,0.286,0.188
ἀνθεών,flower-bed; garden,servitude_slavery,0.369,0.332,0.369,0.228,0.243,0.208,0.274,0.352,0.259,0.369,0.202,0.218
ἄνθη,full bloom; blossom; bloom,friendship_affection,0.396,0.316,0.327,0.396,0.243,0.287,0.288,0.297,0.258,0.296,0.261,0.2
ἀνθηδών,"the flowery one; the bee; eastern thorn, Crataegus orientalis; Crataegus monogyna, hawthorn",kinship_family,0.267,0.267,0.163,0.17,0.173,0.182,0.172,0.163,0.189,0.153,0.265,0.155
ἀνθήεις,bright-coloured,friendship_affection,0.377,0.309,0.275,0.377,0.321,0.293,0.325,0.369,0.288,0.325,0.35,0.32
ἀνθηλᾶς,flower-merchant,messenger_herald_envoy,0.546,0.337,0.42,0.442,0.311,0.414,0.377,0.403,0.333,0.443,0.546,0.268
ἀνθήλη,the silky flower-tufts,erotic_pederasty,0.315,0.314,0.186,0.27,0.238,0.25,0.315,0.238,0.281,0.243,0.302,0.253
ἄνθημα,offering,messenger_herald_envoy,0.467,0.278,0.263,0.314,0.37,0.303,0.397,0.317,0.309,0.278,0.467,0.296
ἀνθήμερον,to-day,hostility_enmity,0.322,0.246,0.269,0.309,0.322,0.282,0.252,0.32,0.294,0.268,0.268,0.285
ἀνθηρο-γρᾰφέω,write in a florid style; to be embellished,civic_community,0.26,0.142,0.202,0.209,0.221,0.244,0.23,0.206,0.197,0.24,0.214,0.26
ἀνθηρο-ποικίλος,"brocaded with flowers, flowered",marriage,0.302,0.226,0.302,0.221,0.186,0.2,0.253,0.244,0.227,0.212,0.263,0.274
ἀνθηρός,"flowery, blooming; flowery meads; flowering plants; fresh, young; fresh, new; bursting; into flower; exuberant; bright-coloured, brilliant; brilliant, splendid; flowery, florid; genus dicendi; lip-salve; plaster",friendship_affection,0.291,0.221,0.257,0.291,0.222,0.209,0.228,0.223,0.168,0.25,0.264,0.247
ἀνθηρότης,brilliancy,civic_community,0.405,0.271,0.362,0.288,0.334,0.284,0.258,0.332,0.256,0.261,0.283,0.405
ἄνθησις,flowering,kinship_family,0.403,0.403,0.358,0.34,0.292,0.269,0.323,0.291,0.269,0.267,0.288,0.291
ἀνθησσάομαι,give way; yield in turn,rank_kingship_rule,0.266,0.247,0.228,0.241,0.257,0.177,0.198,0.266,0.2,0.261,0.229,0.217
ἀνθησῠχάζω,to be quiet in turn,hospitality_xenia,0.343,0.283,0.332,0.291,0.315,0.343,0.3,0.311,0.303,0.232,0.264,0.259
ἀνθητικός,flowering plants,kinship_family,0.288,0.288,0.28,0.216,0.204,0.134,0.241,0.178,0.155,0.19,0.197,0.162
ἀνθίας,"sea-fish, Labrus; Serranus anthias",kinship_family,0.208,0.208,0.133,0.173,0.17,0.144,0.181,0.202,0.204,0.196,0.141,0.162
ἀνθιερόω,consecrate in return,rank_kingship_rule,0.491,0.282,0.363,0.281,0.362,0.279,0.243,0.491,0.31,0.337,0.275,0.26
ἀνθ-ίζω,"strew; deck with flowers; adorned, embroidered with flowers; gather, cull flowers; colour, dye, stain; disguised; silvered; browned; flavoured with flowers; plaster",messenger_herald_envoy,0.346,0.189,0.201,0.235,0.222,0.225,0.201,0.205,0.229,0.197,0.346,0.206
ἀνθ-ικός,flowering,kinship_family,0.403,0.403,0.358,0.34,0.292,0.269,0.323,0.291,0.269,0.267,0.288,0.291
ἄνθ-ινος,"of; like flowers, blooming, fresh; vegetable; animal; flavoured with flowers; of lilies; flowered, bright-coloured; gay-coloured dresses; in motley",marriage,0.285,0.235,0.285,0.277,0.182,0.183,0.223,0.198,0.169,0.175,0.208,0.15
ἄνθιον,spring,military_rank,0.397,0.341,0.268,0.328,0.296,0.307,0.291,0.345,0.397,0.333,0.296,0.29
ἀνθιππ-ᾰσία,sham fight of horse,hostility_enmity,0.428,0.354,0.317,0.264,0.428,0.276,0.296,0.386,0.281,0.31,0.21,0.282
ἀνθιππ-εύω,ride against,hostility_enmity,0.398,0.273,0.241,0.332,0.398,0.224,0.244,0.364,0.307,0.212,0.252,0.289
ἀνθισμός,lustre,servitude_slavery,0.465,0.344,0.378,0.396,0.445,0.306,0.438,0.433,0.374,0.465,0.316,0.409
ἀνθ-ίστημι,"set against; set up; in opposition; weigh against; outweigh; match with, compare; stand against; withstand; turn out unfavourably; make a stand; resist, fight on",hostility_enmity,0.396,0.222,0.188,0.214,0.396,0.295,0.156,0.289,0.329,0.21,0.25,0.224
ἀνθο-βᾰφής,bright-coloured,friendship_affection,0.377,0.309,0.275,0.377,0.321,0.293,0.325,0.369,0.288,0.325,0.35,0.32
ἀνθο-βᾰφία,dyeing in bright colours,messenger_herald_envoy,0.285,0.139,0.137,0.157,0.161,0.088,0.116,0.132,0.116,0.192,0.285,0.109
ἀνθο-βάφος,dyer in bright colours,friendship_affection,0.326,0.275,0.25,0.326,0.241,0.218,0.287,0.301,0.31,0.261,0.305,0.208
ἀνθο-βολέω,bestrew with flowers; put forth flowers,kinship_family,0.313,0.313,0.295,0.253,0.214,0.222,0.247,0.254,0.253,0.236,0.292,0.296
