lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
προσκαίω,urn:cite2:hmt:lsj.chicago_md:n89481,friendship_affection,embed,0.513,0.434,0.079,391,set on fire; burn besides; burnt at the fire; to be in love with..
φῐλοποι-ητικός,urn:cite2:hmt:lsj.chicago_md:n111404,friendship_affection,embed,0.513,0.33,0.183,120,"good at making friends, conciliatory"
φῐλό-φῐλος,urn:cite2:hmt:lsj.chicago_md:n111569,friendship_affection,seed+embed,0.513,0.361,0.153,179,loving oneʼs friends; Inscr. du Louvre
προσεχ-ής,urn:cite2:hmt:lsj.chicago_md:n89344,friendship_affection,embed,0.512,0.366,0.145,1985,"next to; keeping close to..; attached; bordering upon, adjoining; next neighbours; exposed to the wind; closely connected; appropriate, suitable, proper; proximate, immediate, particular; particular; immediately; proximate; connected by relationship; recently; attentive"
ὀπάζω,urn:cite2:hmt:lsj.chicago_md:n74420,friendship_affection,seed+embed,0.511,0.421,0.09,2710,"make to follow, send with; give as a companion; follower; bid; follow; take with; take as a companion; make; give to be with; give, grant; gives; to be with; gave; as a portion; grant; take to yourself..; give besides; add; devote; put; on; press hard, chase; didst chase; away; forced on"
δημεραστ-ής,urn:cite2:hmt:lsj.chicago_md:n24361,friendship_affection,seed+embed,0.51,0.543,-0.033,210,friend of the people; friendly to the people
ὁμῑλ-έω,urn:cite2:hmt:lsj.chicago_md:n73496,friendship_affection,embed,0.51,0.396,0.115,3783,"to be in company with, consort with; consortest; joining in company; throng; join battle with; join battle; hold converse with, be acquainted with, associate with; frequent; be his pupil; to be familiar; to be friends; speak to, address, harangue; speak, converse; talk; used in conversation; attend to, busy oneself with; meet with, enjoy; to be in; consort with; to keep me company; fils; into..; to be in contact; deal with; bear oneself towards; in intercourse; come into, enter, visit; will I visit; most frequented; wanders"
προσεταιρ-ιστός,urn:cite2:hmt:lsj.chicago_md:n89318,friendship_affection,seed+embed,0.51,0.255,0.254,145,"joined with as a companion, attached to the same; club"
ἐξομῑλ-έω,urn:cite2:hmt:lsj.chicago_md:n37531,friendship_affection,embed,0.509,0.428,0.081,362,"have intercourse, live with; bear; company; win over, conciliate; to be away from oneʼs friends, be alone in the crowd"
δεξί-ωμα,urn:cite2:hmt:lsj.chicago_md:n24096,friendship_affection,seed+embed,0.508,0.278,0.23,175,acceptable thing; pledge; mark of friendship
ἠθεῖος,urn:cite2:hmt:lsj.chicago_md:n46757,friendship_affection,embed,0.508,0.303,0.205,288,"trusty, honoured; trusty friends"
αὐτός,urn:cite2:hmt:lsj.chicago_md:n17907,friendship_affection,embed,0.507,0.611,-0.105,11053,"self; him, her, it; the very one, the same.; self, myself, thyself; oneʼs true self; soul; body; oneself; the Master; Ipse dixit; the result; the very; just, exactly; close; very; the point; even; of oneself, of oneʼs own accord; in person; by oneself; itself, alone; alone; without a mother; by himself; by ourselves; among friends; and no others; himself; by; in itself; the ideal, abstract; its very self; in one, together; in hand; and all; the same; his very self; he, she, it; the very one, the same; the same as; in the place with; meet; face to face; the said, the above-named; simply, merely; added together, making a total; together, at the same time; just then; of; by oneself, self-; independently; as a second self, very.., bodily; in the abstract, the ideal; precisely; in one piece with, together with; by itself; only"
κεδνοσύνη,urn:cite2:hmt:lsj.chicago_md:n56368,friendship_affection,embed,0.507,0.418,0.09,58,"trustiness, goodness"
ἀπᾰθής,urn:cite2:hmt:lsj.chicago_md:n11222,friendship_affection,embed,0.506,0.426,0.08,1913,"not suffering; having suffered; without experience of; unpunished; unaffected; unaffected, sound; good; without passion; feeling, insensible, free from emotion; unmoved by..; not liable to change, impassive; unaffected by disease, healthy; exciting no feeling; unemotional topics; not modified; free from metrical licences"
δημίζω,urn:cite2:hmt:lsj.chicago_md:n24381,friendship_affection,seed+embed,0.505,0.375,0.13,65,pose as ‘friend of the people’
γνωστός,urn:cite2:hmt:lsj.chicago_md:n22544,friendship_affection,seed+embed,0.504,0.319,0.185,585,"known; common knowledge; clearly; knowable; symptoms; notables; acquaintance, friend; knowing"
κοινων-ός,urn:cite2:hmt:lsj.chicago_md:n58454,friendship_affection,seed+embed,0.504,0.314,0.191,809,"companion, partner; accomplice; partner, fellow; societas publicanorum; joint-owners; familiar spirit"
σύμβῐ-ος,urn:cite2:hmt:lsj.chicago_md:n98271,friendship_affection,seed+embed,0.504,0.314,0.191,336,"living together; companion, partner; husband; wife"
συντυγχάνω,urn:cite2:hmt:lsj.chicago_md:n101089,friendship_affection,embed,0.503,0.346,0.157,1517,"meet with, fall in with; meeting; having like others met with; first that meets one; first that comes to hand, average; happen to, befall; happen, fall out; if things go; circumstances; it happened that.."
τεκνο-στοργής,urn:cite2:hmt:lsj.chicago_md:n102882,friendship_affection,seed+embed,0.503,0.405,0.097,78,full of filial affection
ὑπερθαυμάζω,urn:cite2:hmt:lsj.chicago_md:n107552,friendship_affection,embed,0.502,0.438,0.064,295,"feel; express great admiration; wonder greatly at, admire greatly"
ἑκτός,urn:cite2:hmt:lsj.chicago_md:n33058,friendship_affection,embed,0.501,0.382,0.119,155,qualities
σύνεδρ-ος,urn:cite2:hmt:lsj.chicago_md:n99834,friendship_affection,embed,0.501,0.41,0.091,766,"sitting with in council; sitting together, friendly; one who sits with others, assessor, coadjutor; select commissioners; delegates to the assembly"
ἀφῐλο-στοργία,urn:cite2:hmt:lsj.chicago_md:n18372,friendship_affection,seed+embed,0.5,0.422,0.078,153,absence of natural affection
εὐεργέτ-ημα,urn:cite2:hmt:lsj.chicago_md:n43837,friendship_affection,embed,0.5,0.339,0.162,188,"service done, kindness"
πολύ-νοια,urn:cite2:hmt:lsj.chicago_md:n85112,friendship_affection,embed,0.5,0.339,0.16,175,thoughtfulness
προορ-άω,urn:cite2:hmt:lsj.chicago_md:n88183,friendship_affection,embed,0.5,0.339,0.16,1170,"see before one, look forward to; see what is just before the eyes; look before one; forward; foresee; take thought; care, make provision for..; thoughtfulness; see previously; provide for; make provision; cavere ne.."
ἐραστ-ικός,urn:cite2:hmt:lsj.chicago_md:n42133,friendship_affection,seed+embed,0.499,0.438,0.06,66,loving
ἐρωτό-εις,urn:cite2:hmt:lsj.chicago_md:n42861,friendship_affection,seed+embed,0.499,0.438,0.06,57,loving
φῐλο-φόρμιγξ,urn:cite2:hmt:lsj.chicago_md:n111570,friendship_affection,seed+embed,0.499,0.438,0.06,111,"loving; accompanying, the lyre"
εὐχρηστόψῡχος,urn:cite2:hmt:lsj.chicago_md:n45515,friendship_affection,embed,0.498,0.4,0.098,85,having useful moral qualities
συμμᾰχ-ία,urn:cite2:hmt:lsj.chicago_md:n98354,friendship_affection,embed,0.498,0.395,0.103,829,"alliance, offensive and defensive; defensive; the duty of an ally; body of allies; allied; auxiliary force; body of friends"
ἀγνωμ-οσύνη,urn:cite2:hmt:lsj.chicago_md:n741,friendship_affection,embed,0.497,0.466,0.03,468,"want of acquaintance with; want of sense, folly; senseless pride, arrogance; want of feeling, unkindness; iniquitas fortunae; misunderstandings"
ἀνομίλητος,urn:cite2:hmt:lsj.chicago_md:n9215,friendship_affection,embed,0.497,0.388,0.108,257,"having no communion with others, unsociable; uneducated"
ἀπόστοργος,urn:cite2:hmt:lsj.chicago_md:n13877,friendship_affection,seed+embed,0.497,0.386,0.111,156,devoid of affection; unlovable
διαθῐγή,urn:cite2:hmt:lsj.chicago_md:n24808,friendship_affection,embed,0.497,0.296,0.201,178,mutual contact
διακελ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n24921,friendship_affection,embed,0.497,0.286,0.211,537,"exhort, give orders, direct; encourage one another; cheer; on; admonish, inform"
συγκατ-έχω,urn:cite2:hmt:lsj.chicago_md:n97750,friendship_affection,embed,0.497,0.231,0.266,203,keep together with; help in seizing; help in holding down
ἄμικτος,urn:cite2:hmt:lsj.chicago_md:n5273,friendship_affection,embed,0.496,0.378,0.119,1100,"unmingled, that will not mingle; that will not blend; harmonize; unmixed, pure; unmixed with; uniform; not mingling with others, unsociable, savage; morose; refuse to admit; to; society; not mixing the breed; not having intercourse with; uncivilized; inhospitable"
συνδια-τίθημι,urn:cite2:hmt:lsj.chicago_md:n99733,friendship_affection,seed+embed,0.496,0.393,0.102,623,"help in arranging; compose, put together; help in disposing; cause a sympathetic affection of; to be sympathetically affected together; to be affected in voice"
ἀμφᾰγᾰπάζω,urn:cite2:hmt:lsj.chicago_md:n5640,friendship_affection,embed,0.494,0.385,0.109,317,"embrace with love, greet warmly"
ἀντιπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n10236,friendship_affection,seed+embed,0.494,0.408,0.086,502,"suffering instead; opposition, contrast; counteraction, antipathy; opposed; contrary affection"
κίνησις,urn:cite2:hmt:lsj.chicago_md:n57466,friendship_affection,embed,0.493,0.425,0.068,1095,"motion; emotions; dance; movement; revolt; change, revolution; removal, change of abode; inflexion; punitive action; setting; in motion"
συμπράκτωρ,urn:cite2:hmt:lsj.chicago_md:n98804,friendship_affection,seed+embed,0.493,0.264,0.23,245,"helper, assistant; a companion; involved as accomplices"
ἀθρόος,urn:cite2:hmt:lsj.chicago_md:n2061,friendship_affection,embed,0.492,0.511,-0.02,2882,"in crowds, heaps; masses, crowded together; in close order; in column; close together; together, in a body; at once; as a whole; assembled; assembled force; one; one flood of; a flood of; all by a single vote; with all his forces; collective; all at once; whole; at a gulp; burst out; continuous; sudden; complete, overwhelming; continuous, incessant; concentrated; in one payment; generally; collectively; suddenly"
ἀνέταιρος,urn:cite2:hmt:lsj.chicago_md:n8521,friendship_affection,embed,0.492,0.274,0.218,71,without friends; fellows
ἄστοργ-ος,urn:cite2:hmt:lsj.chicago_md:n16562,friendship_affection,seed+embed,0.492,0.425,0.067,368,without natural affection; the heartless one; Lyr.Alex. Adesp.; cruel; without attraction
ἀφῐλό-στοργος,urn:cite2:hmt:lsj.chicago_md:n18373,friendship_affection,seed+embed,0.492,0.425,0.067,65,without natural affection
δεξιότης,urn:cite2:hmt:lsj.chicago_md:n24087,friendship_affection,embed,0.491,0.408,0.083,312,"dexterity; sharpness, cleverness; courtesy, kindliness; fortune, felicity"
ὠφέλ-ῐμος,urn:cite2:hmt:lsj.chicago_md:n116477,friendship_affection,embed,0.491,0.418,0.073,641,"helping, aiding, useful, serviceable, beneficial"
εὐχέρ-εια,urn:cite2:hmt:lsj.chicago_md:n45487,friendship_affection,embed,0.489,0.411,0.078,1303,"tolerance of; indifference to; licentiousness; unscrupulous conduct; looseness; recklessness; hastiness; irresponsibility; uncritical facility; indifference to danger; hardship; coolness, fortitude; ease, agreeableness; comfort; fortitude; dexterity, skill"
θάλπ-ω,urn:cite2:hmt:lsj.chicago_md:n47819,friendship_affection,embed,0.489,0.411,0.078,1918,"heat, soften by heat; to be softened, deceived; heat, warm; softening; keep warm; to be warm; to be alive; warm at the fire, dry; hatch; sit; heat, inflame; comfort; cherish, foster; tend; with fostering care; care; to be full of heat, vigorous; to live"
παραι-φᾰσίη,urn:cite2:hmt:lsj.chicago_md:n78079,friendship_affection,embed,0.489,0.411,0.078,174,comfort; consolation against
προσήνεια,urn:cite2:hmt:lsj.chicago_md:n89383,friendship_affection,embed,0.489,0.541,-0.052,269,"mildness, softness; of ease; comfort; quietude"
ἐπικοιν-όω,urn:cite2:hmt:lsj.chicago_md:n39796,friendship_affection,embed,0.488,0.275,0.213,292,communicate; consult with; share; to be shared with
αἴσθ-ησις,urn:cite2:hmt:lsj.chicago_md:n2668,friendship_affection,embed,0.487,0.694,-0.207,1607,"sense-perception, sensation; perceptibly; the senses; organ; seat of sensation; perception, sense of; pain; perception, knowledge; a perception of; a perception; perceptible; the means of observing; impressions of sense; stage-effects, Po.; visible appearances; display of feeling; scent"
ὁμῑλ-ητικός,urn:cite2:hmt:lsj.chicago_md:n73502,friendship_affection,embed,0.487,0.372,0.115,304,"affable, conversable; social; social charm.. ?; the art of conversation"
φίλ-ανδρος,urn:cite2:hmt:lsj.chicago_md:n110848,friendship_affection,seed+embed,0.487,0.46,0.027,502,loving men;; loving its men; loving masculine habits; lewd; loving oneʼs husband
ἁπλότης,urn:cite2:hmt:lsj.chicago_md:n12216,friendship_affection,embed,0.485,0.392,0.093,485,"singleness; simplicity; simplicity, frankness, sincerity; open-heartedness; liberality"
παρακατ-οικίζω,urn:cite2:hmt:lsj.chicago_md:n78133,friendship_affection,embed,0.485,0.298,0.187,328,make to dwell; settle beside; make; companions; settle near oneself
κῑν-ημα,urn:cite2:hmt:lsj.chicago_md:n57463,friendship_affection,embed,0.484,0.361,0.124,851,"movement; movements; political movement; uproar, excitement; impressions; impressions, emotions; subluxation; partial dislocation; periods; inflexion; moving things"
εὐνο-έω,urn:cite2:hmt:lsj.chicago_md:n44546,friendship_affection,embed,0.483,0.506,-0.023,538,to be well-inclined; favourable; be at peace with; well-wisher; to be kindly; affectionately treated; to be liked
εὐσύστᾰτος,urn:cite2:hmt:lsj.chicago_md:n45239,friendship_affection,embed,0.483,0.407,0.077,191,of proper consistency; easy to make friends with
περιφρον-έω,urn:cite2:hmt:lsj.chicago_md:n82505,friendship_affection,embed,0.483,0.368,0.115,491,"compass in thought, speculate about; contemn, despise; defy; to be very thoughtful"
ἀναζωπῠρ-έω,urn:cite2:hmt:lsj.chicago_md:n6517,friendship_affection,embed,0.482,0.394,0.088,367,"rekindle, light up again; to be rekindled; to be excited"
ἁψῐ-κάρδιος,urn:cite2:hmt:lsj.chicago_md:n18879,friendship_affection,embed,0.482,0.373,0.11,66,heart-touching
λῠκο-φίλιος,urn:cite2:hmt:lsj.chicago_md:n64122,friendship_affection,seed+embed,0.482,0.266,0.216,109,like wolfʼs friendship
αἰδοῖος,urn:cite2:hmt:lsj.chicago_md:n2254,friendship_affection,embed,0.481,0.389,0.092,989,"having a claim to regard, reverence; compassion; bashful, shamefaced; showing reverence; of mercy; claiming compassion"
ἔνηχ-ος,urn:cite2:hmt:lsj.chicago_md:n35540,friendship_affection,embed,0.481,0.342,0.14,280,"sounding within; sounding, noisy; acquainted, conversant with"
κατοίκτ-ῐσις,urn:cite2:hmt:lsj.chicago_md:n56016,friendship_affection,embed,0.481,0.389,0.092,78,compassion
φρόν-ημα,urn:cite2:hmt:lsj.chicago_md:n112351,friendship_affection,embed,0.481,0.484,-0.003,1863,"mind, spirit; thought, purpose, will; thoughts; high spirit, resolution, pride; spirit; courage; aspiring; high thoughts, proud designs; presumption, arrogance; heart, breast"
φροντ-ίζω,urn:cite2:hmt:lsj.chicago_md:n112367,friendship_affection,embed,0.481,0.357,0.125,4256,"consider, reflect, take thought; give heed, pay attention; to be thoughtful; anxious; careworn; care, thought; consider, ponder; devise; take thought; see to it; take thought for, give heed to; regard; to be steward; bailiff; to be concerned; see to, provide for, furnish; reck; of; heed; to be an object of thought; care; carefully thought out"
