lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
ὑποφθον-έω,urn:cite2:hmt:lsj.chicago_md:n109500,hostility_enmity,seed,0.42,0.288,0.132,160,feel secret envy at
ψαύω,urn:cite2:hmt:lsj.chicago_md:n115374,hostility_enmity,seed,0.42,0.327,0.093,2350,"touch; in close contact; touched with; assailing; touch lightly.; touch upon; notice; slightly; lightly upon; touch as an enemy, lay hands upon; touch, affect; reach, gain; hit the mark; tangent; to be touched; are affected"
ἀντιτῑμώρ-ημα,urn:cite2:hmt:lsj.chicago_md:n10603,hostility_enmity,seed,0.419,0.34,0.079,85,"vengeance, revenge"
ἀντεκ-τείνω,urn:cite2:hmt:lsj.chicago_md:n9576,hostility_enmity,seed,0.418,0.366,0.052,177,stretch out in rivalry; match; with
ἐγχλίω,urn:cite2:hmt:lsj.chicago_md:n30589,hostility_enmity,seed,0.418,0.248,0.17,80,"to deal wantonly with, insult"
δυσμέν-εια,urn:cite2:hmt:lsj.chicago_md:n29223,hostility_enmity,seed,0.416,0.289,0.128,258,"ill-will, enmity"
ἐνυβρ-ίζω,urn:cite2:hmt:lsj.chicago_md:n36377,hostility_enmity,seed,0.416,0.273,0.142,374,insult; mock; in; to be irritated
ἐπονείδιστος,urn:cite2:hmt:lsj.chicago_md:n41811,hostility_enmity,seed,0.416,0.333,0.083,498,"to be reproached, disgraceful, shameful; matter of reproach; of reproach; shamefully; so as to shame"
ὑπέροπλ-ος,urn:cite2:hmt:lsj.chicago_md:n107742,hostility_enmity,seed,0.416,0.292,0.124,538,"insolent, presumptuous; insolently, presumptuously; big, mighty; monstrous; overwhelming"
ὑποφθᾰδόν,urn:cite2:hmt:lsj.chicago_md:n109494,hostility_enmity,seed,0.416,0.334,0.082,126,"striving to be first, in rivalry; taking one unawares"
μῑσο-σύλλας,urn:cite2:hmt:lsj.chicago_md:n68099,hostility_enmity,seed,0.415,0.31,0.105,62,enemy of Sulla
τρῐ-χάλεπτος,urn:cite2:hmt:lsj.chicago_md:n105388,hostility_enmity,seed,0.413,0.318,0.096,106,thrice-jealous
γαυρ-ίᾱμα,urn:cite2:hmt:lsj.chicago_md:n21692,hostility_enmity,seed,0.412,0.336,0.076,109,"arrogance, exultation"
πρᾶξις,urn:cite2:hmt:lsj.chicago_md:n86184,hostility_enmity,seed,0.412,0.41,0.002,3250,"doing, transaction, business; on a trading voyage; affair; transaction; result; issue of a business; good result, success; good; market; issue.; issue; doing; achievement; action; moral action; in actual life; action, exercise; sexual intercourse; operation, spell; action, act; military action, battle; doing, faring; fortune, state, condition; practical ability; practice; trickery, treachery; exaction of money, recovery of debts, arrears; an action of recovery; exaction of vengeance, retribution; public office; discourse, lecture"
ἀνδρεία,urn:cite2:hmt:lsj.chicago_md:n7911,hostility_enmity,seed,0.41,0.484,-0.074,944,"may; manliness, manly spirit; brave deeds; hardihood, insolence; membrum virile; skill"
ἐρῐδ-αίνω,urn:cite2:hmt:lsj.chicago_md:n42420,hostility_enmity,seed,0.41,0.469,-0.059,878,"wrangle, quarrel; strive; compete in"
ζήλ-η,urn:cite2:hmt:lsj.chicago_md:n46211,hostility_enmity,seed,0.41,0.331,0.079,70,female rival
τίνῠμαι,urn:cite2:hmt:lsj.chicago_md:n104038,hostility_enmity,seed,0.41,0.383,0.027,1432,"punish, chastise; chastising; avenge, take vengeance for; avenge oneself; repay; pay; pendo; pendo poenas"
ἀντᾰγών-ιστος,urn:cite2:hmt:lsj.chicago_md:n9381,hostility_enmity,seed,0.409,0.283,0.126,170,contending as an adversary
ἀποδίδωμι,urn:cite2:hmt:lsj.chicago_md:n12485,hostility_enmity,seed,0.408,0.426,-0.019,5734,"give up; back, restore, return; render what is due, pay; give; back; make atonement for; pay the debt of; assign; refer; render, yield; yield fruit; renders, makes; concede, allow; suffer; allow; allowed; render; make; exhibit, display; render, express; present; deliver over, give up; deliver; bring; to a conclusion; give an account; definition; explain; de.An.; use by way of definition; define; expound; render, interpret; by; explain, interpret; use with reference to; attach; append, make dependent upon; to; return, recur; introduce a clause answering to the; has; apodosis; complete the comparison; turn; back to face the enemy; to be evacuated; give away of oneʼs own will, sell; take; and sell; sell for; for; sell; take a bribe to forgo; farm out; to be sold"
ἐνᾰσελγ-αίνω,urn:cite2:hmt:lsj.chicago_md:n35026,hostility_enmity,seed,0.407,0.276,0.131,161,behave lewdly; to be treated with insult in
ἀντιβροντάω,urn:cite2:hmt:lsj.chicago_md:n9829,hostility_enmity,seed,0.406,0.319,0.087,89,rival in thunaering
διάφορ-ος,urn:cite2:hmt:lsj.chicago_md:n26233,hostility_enmity,seed,0.406,0.483,-0.077,3172,"different, unlike; differing from; several, various; ambiguous; differing; disagreeing with; at variance with; adversary; excellent, distinguished, remarkable; making a difference to one; advantageous, profitable, important; disagreeable; difference; differences; what concerns one; matters of; concern; difference, disagreement; difference with; difference, balance; expenditure; expenses; losses; ready money, cash; sum of money; interest; price; expenses of carriage; with a difference; in a variety of ways; differ; to differ with..; pre-eminently; excellently, with distinction"
ἔγ-κλημα,urn:cite2:hmt:lsj.chicago_md:n30299,hostility_enmity,seed,0.406,0.323,0.083,885,"accusation, charge; matter of complaint; accusations; complaints; ground of complaint; clear away; written complaint; a complaint; a standing reproach; defect"
ἐν-στάτης,urn:cite2:hmt:lsj.chicago_md:n36095,hostility_enmity,seed,0.406,0.281,0.125,73,adversary
πούς,urn:cite2:hmt:lsj.chicago_md:n86108,hostility_enmity,seed,0.406,0.411,-0.005,9220,"foot; talons; arms; feelers; the foot from the ankle; the leg with the foot; on foot; to trample; tread upon; pattering; just; off-hand, at once; close at hand; feet; in a moment; close behind; immediately afterwards; at his very feet; in oneʼs way, close at hand; everyday matters; out of the way, far off; in the track; on the heels; on the moment; very next; running; at his heels, on his track; immediately after; backwards; backwards facing the enemy; without turning to fly, leisurely; feetforemost; round the foot; fitting exactly; for feet; entirely; just below them; next below them; recede, decline; from the land; by the feet; round the bottom; as coming; foot, lowest part; foot of a hill; the two lower corners of the sail; the ropes fastened thereto; sheets; the sheet; of it; it; sheet; rudder; steering-paddle; a foot; phrase; passage; boundary stone; pes; fotus"
βᾰρῠ-φθονος,urn:cite2:hmt:lsj.chicago_md:n19507,hostility_enmity,seed,0.405,0.327,0.077,81,heavy with envy
σοβ-άς,urn:cite2:hmt:lsj.chicago_md:n95566,hostility_enmity,seed,0.405,0.292,0.113,185,"insolent, capricious; dance"
φορτ-ῐκός,urn:cite2:hmt:lsj.chicago_md:n112162,hostility_enmity,seed,0.405,0.424,-0.019,1825,"fit for carrying; of burden; of the nature of a burden:; tiresome, wearisome; most onerous; coarse, vulgar, common; vulgar, low; base, low; ad captandum vulgus; vulgar; vulgar arrogance; vulgarity; coarsely, vulgarly; more like a clown"
μεμψῐ-μοιρέω,urn:cite2:hmt:lsj.chicago_md:n66255,hostility_enmity,seed,0.404,0.275,0.129,242,"grumble, complain of; blame, bear a grudge against"
προσμῑσέω,urn:cite2:hmt:lsj.chicago_md:n89756,hostility_enmity,seed,0.404,0.267,0.137,74,hate besides
τῑμωρ-ία,urn:cite2:hmt:lsj.chicago_md:n104023,hostility_enmity,seed,0.404,0.437,-0.033,2031,"retribution, vengeance; vengeance taken for; for having shed; punishing; vengeance; it; to be punished; right of vengeance; penalties; succour; due; medical and"
ὑπεροπλ-ία,urn:cite2:hmt:lsj.chicago_md:n107740,hostility_enmity,seed,0.404,0.39,0.015,169,"insolence, presumptuousness; high courage"
μηνίω,urn:cite2:hmt:lsj.chicago_md:n67488,hostility_enmity,seed,0.403,0.315,0.088,1050,"cherish wrath, be wroth against; because of"
ἀντανα-πλέκω,urn:cite2:hmt:lsj.chicago_md:n9447,hostility_enmity,seed,0.4,0.294,0.106,100,plait in rivalry with
μεγᾰλο-ψῡχία,urn:cite2:hmt:lsj.chicago_md:n65528,hostility_enmity,seed,0.4,0.454,-0.054,371,"greatness of soul, highmindedness, lordliness; generosity; arrogance; Quixotism"
οἰκί-α,urn:cite2:hmt:lsj.chicago_md:n72287,kinship_family,seed+embed,0.735,0.358,0.377,1838,"building, house, dwelling; home; house; set of apartments; room; property; estate; dwelling-house; oneʼs own apartments; those let out to lodgers; household, domestic establishment; establishments; the household; inmates of the house; family from which one is descended; school"
εἰσποι-έω,urn:cite2:hmt:lsj.chicago_md:n31506,kinship_family,seed+embed,0.721,0.311,0.41,1298,"give in adoption; begets; make; heir; attracts; adopt as oneʼs son; to be adopted; bring new; into; forced; in; introduce; thrust; father; adopts into the family of; makes; as swift as; interuene, meddle"
ἄνωθεν,urn:cite2:hmt:lsj.chicago_md:n10933,kinship_family,embed,0.713,0.299,0.413,1649,"from above, from on high; from the interior; above, on high; living; on deck; of the air; upper; from the beginning, from farther back; above, earlier; ancestors; by descent; born; from early life; higher, more universal principles; over again, anew, afresh"
ἔμπροσθ-εν,urn:cite2:hmt:lsj.chicago_md:n34522,kinship_family,embed,0.713,0.325,0.388,1031,"before, in front; the front, the foreside; forwards; in front, opposite; before, of old; ancestors; before, in front of; beforehand with; preferred before"
κοκύαι,urn:cite2:hmt:lsj.chicago_md:n58535,kinship_family,embed,0.713,0.216,0.497,95,ancestors
πατρ-ᾰγᾰθία,urn:cite2:hmt:lsj.chicago_md:n80022,kinship_family,seed+embed,0.713,0.318,0.394,103,virtue of oneʼs father; ancestors
Τριτο-πᾰτέρες,urn:cite2:hmt:lsj.chicago_md:n105340,kinship_family,embed,0.713,0.216,0.497,79,ancestors
φῠτοσπόρ-ος,urn:cite2:hmt:lsj.chicago_md:n112775,kinship_family,seed+embed,0.713,0.53,0.183,257,planting: generative; begetting; father; ancestors; predecessors
αἷμα,urn:cite2:hmt:lsj.chicago_md:n2392,kinship_family,seed+embed,0.711,0.558,0.153,1701,"blood; streams of blood; anything like blood; dye; alkanet; spirit, courage; pale, spiritless; bloodshed, murder; murder; corpses; death; blood relationship, kin; origin; kinship; akin; by blood"
συγγέν-εια,urn:cite2:hmt:lsj.chicago_md:n97502,kinship_family,seed+embed,0.711,0.36,0.35,1514,"kinship; kin, relationship, with; to; with; ties of kindred, family connexion, family influence; congenital character; kinsfolk, family; kinsman; kinsfolk, kinsmen; families; clan; kind, species; kind, class"
συμφῡλ-ία,urn:cite2:hmt:lsj.chicago_md:n98961,kinship_family,seed+embed,0.711,0.284,0.427,118,kindred material; kinship
πατρι-ά,urn:cite2:hmt:lsj.chicago_md:n80033,kinship_family,seed+embed,0.707,0.36,0.347,378,"lineage, descent; by the fatherʼs side; clan; family; patrum officia"
ἄκουρος,urn:cite2:hmt:lsj.chicago_md:n3380,kinship_family,seed+embed,0.701,0.19,0.511,141,"childless, without male heir; unshaven"
ἴδιος,urn:cite2:hmt:lsj.chicago_md:n49875,kinship_family,seed,0.697,0.402,0.296,6541,"oneʼs own, pertaining to oneself; private, personal; private; a private man; private buildings; private persons; oneʼs own; private interests; oneʼs own property; oneʼs own business; self; personal; for my own part; personally attached; members of oneʼs family, relatives; place of origin; natural; Cities and Bishoprics; separate, distinct; peculiar; unique and different; private account; special account; strange, unusual; peculiar, exceptional; eccentric; peculiar, appropriate; proper, specific; ordinary private; characteristic property; distinguishing feature; peculiarly; severally; specifically; as a proper name; in a peculiar sense; usage; extra versum; by oneself, privately, on oneʼs own account; apart from..; in ordinary talk; in private; aside; separately, apart"
ὁμό-φῡλος,urn:cite2:hmt:lsj.chicago_md:n73903,kinship_family,seed,0.666,0.326,0.34,695,"of the same race; stock, akin; those of the same race; based on kinship; peopled by different races; of the same breed; kind; homogeneous matter"
ὀρφᾰνός,urn:cite2:hmt:lsj.chicago_md:n75446,kinship_family,seed,0.666,0.286,0.379,1510,"orphan, without parents, fatherless; orphan; neglected; bereaved; bereft of; reft; free from; poor; without sauce; orbus; arbi"
ἀδελφο-μιξία,urn:cite2:hmt:lsj.chicago_md:n1207,kinship_family,seed,0.665,0.189,0.476,75,marriage of brother and sister
ἀγένειος,urn:cite2:hmt:lsj.chicago_md:n453,kinship_family,seed,0.658,0.252,0.406,427,"beardless, boyish; like a boy; boys; childless"
ἀγεν-ής,urn:cite2:hmt:lsj.chicago_md:n454,kinship_family,seed,0.658,0.3,0.358,305,"unborn, uncreated; of no family, ignoble; childless"
ἄγον-ος,urn:cite2:hmt:lsj.chicago_md:n759,kinship_family,seed,0.658,0.325,0.333,1183,"unborn; childless; no longer a son; unfruitful, sterile; withoutissue, bringing no children to the birth; sterile; infertile; unlucky for begetting children; odd; impedinggeneration; not productive of"
ἀμήτωρ,urn:cite2:hmt:lsj.chicago_md:n5250,kinship_family,seed,0.658,0.244,0.415,361,"motherless; that is no mother, unmotherly; childless"
ἀνήνωρ,urn:cite2:hmt:lsj.chicago_md:n8659,kinship_family,seed,0.658,0.302,0.357,130,unmanly; of no manhood; childless
ἄπαις,urn:cite2:hmt:lsj.chicago_md:n11245,kinship_family,seed,0.658,0.244,0.415,481,childless; without; yet children none
λῐπό-παις,urn:cite2:hmt:lsj.chicago_md:n63540,kinship_family,seed,0.658,0.244,0.415,93,childless
λῐπό-τεκνος,urn:cite2:hmt:lsj.chicago_md:n63569,kinship_family,seed,0.658,0.244,0.415,63,childless
υἱο-θεσία,urn:cite2:hmt:lsj.chicago_md:n106558,kinship_family,seed,0.653,0.137,0.516,309,adoption as a son
υἱοποι-ία,urn:cite2:hmt:lsj.chicago_md:n106565,kinship_family,seed,0.653,0.137,0.516,101,adoption as a son
γένος,urn:cite2:hmt:lsj.chicago_md:n21920,kinship_family,seed,0.652,0.537,0.114,3851,"race, stock, kin; by race; ;; race; of kin; direct descent; collateral relationship; hereditary; offspring; a single descendant; offspring, posterity; mules; clan, house, family; of noble family; gens; tribe; caste; breed; age, generation; age, time of life; sex; gender; class, sort, kind; Classes; genus; species; crops; produce; materials; kind; elements; jánas; jánasas; genus, -eris"
γον-εύς,urn:cite2:hmt:lsj.chicago_md:n22633,kinship_family,seed,0.649,0.248,0.401,492,"begetter, father; parents; progenitor, ancestor; ancestor"
ὀρφᾰν-ῐκός,urn:cite2:hmt:lsj.chicago_md:n75440,kinship_family,seed,0.649,0.363,0.286,360,"orphaned, fatherless; which makes one an orphan; orphanhood; of; for orphans; their property and interests"
προπάτωρ,urn:cite2:hmt:lsj.chicago_md:n88265,kinship_family,seed,0.649,0.277,0.372,670,"first founder of a family, forefather; ancestor; primal god; PMag. Leid.V.; ancestors, forefathers; founders, inventors"
γενέθλιος,urn:cite2:hmt:lsj.chicago_md:n21850,kinship_family,seed,0.648,0.314,0.334,1212,"of; belonging to oneʼs birth; birthday; to celebrate a birthday, ClG; birthday feast; birthday offerings; of oneʼs race; family; presiding over generation; Penates; kindred; parentʼs; giving birth, generative; natal"
γένεσις,urn:cite2:hmt:lsj.chicago_md:n21872,kinship_family,seed,0.648,0.393,0.254,1711,"origin, source; beginning; manner of birth; race, descent; nativity, geniture; lot, fortune; production, generation, coming into being; formation; origination, making; becoming; creation; all created things; race, kind; sort; family; generation, age; time; genitalia muliebria; generation; origin; initial"
ἔμφῡλος,urn:cite2:hmt:lsj.chicago_md:n34660,kinship_family,seed,0.648,0.381,0.267,808,in the tribe; of the same tribe; race; kinsfolk; kindred; of a kinsman; registered in a tribe; oneʼs native; in; among oneʼs people; family; intestine
ἔνδον,urn:cite2:hmt:lsj.chicago_md:n35267,kinship_family,seed,0.648,0.329,0.318,1185,"within; in oneʼs heart; at home; of the house; family; domestics; family matters, household affairs; in the house; master of; below"
ἐφέστι-ος,urn:cite2:hmt:lsj.chicago_md:n45681,kinship_family,seed,0.648,0.324,0.323,1611,"at oneʼs own fireside, at home; their own homes; sitting by the fireside; inmate; guest; dwelling with; of; in the house; family; of the house; household, family; the household; presiding over hospitality; by the hearth"
μέρος,urn:cite2:hmt:lsj.chicago_md:n66342,kinship_family,seed,0.648,0.606,0.042,5523,"share, portion; allotment; heritage, lot, destiny; portion; considerations of rank; family; oneʼs turn; the turn; time; his turn of duty; in turn, successively; severally; particulars; in turn; by turns, in succession; in oneʼs turn; in; out of turn; in turn, by turns; partially; the part one takes in; my; thy part; me, thou; thee; as to me; as to thee; part; fraction; parts of the country, regions; as their part; branch, business, matter; division; class; party; factions; caste; direction; submultiple; denominators; Stereom.* 2.14: Gramm., μ. τῆς λέξεως; of speech, Arist. *Po.* 1456b20, D.H. *Comp.* 2: more freq. μ. λόγου D.T. 634.4, A.D. *Pron.* 4.6, al.; μ. λόγου, also, =; , S.E. *M.* 1.159, Heph. 1.4 (v. λόγος I X. 3 c);; of a document, Mitteis *Chr.* 28.30 (iii B. C.), etc. `A.II.2` abs. as Adv., μέρος τι; , Antip.Stoic. 3.249, *BGU* 1201.15 (i A.D.), *2 Ep.Cor.* 2.5; ἐπὶ μέρους Luc.; .., consider; , POxy. 2113.25 (iv A.D.). `A.II.5` in Neo-Platonism,; or"
