lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
Μυρμιδόνες,0,2,1,,,none,ναῦς εἶμι ἑταῖρος ἀνάσσω κλισία ἱκνέομαι,Iliad 1.328; Iliad 1.180
ὄλλυμι,0,2,1,,"destroy, make an end of; kill; doing away with; lose",lsj,ὑπεροπλία θυμός οἴομαι κατανεύω ἐτήτυμος Ἀχιλλεύς τιμάω πολύς ναῦς Ἀχαιός,Iliad 1.559; Iliad 1.205
Πηλείων,0,2,1,,,none,ἄχος γίγνομαι ξανθός κόμη αἱρέω οἶος φαίνω,Iliad 1.188; Iliad 1.197
καλός,0,2,1,,"beautiful; beauteous; fair, shapely; beauty",lsj,ἀείδω πανημέριος μολπή θεός ἱλάσκομαι παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος θυμός δέω,Iliad 1.604; Iliad 1.473
δέπας,0,2,1,,"beaker, goblet; bowl",lsj,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω ἀναίσσω,Iliad 1.584; Iliad 1.471
μηρός,0,2,1,,thigh; his thigh; beside; thigh-bone,lsj,ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.460; Iliad 1.190
κρατήρ,0,2,1,,"mixing vessel; bowl, in which wine was mixed with water; bowls of wine; a bowl of wine",lsj,πᾶς πόσις2 ἐδητύς ἔρος ἵημι κοῦρος ἐπιστέφω ποτός νωμάω ἐπάρχω δέπας θεός,Iliad 1.598; Iliad 1.470
ἕλκω,0,2,1,,"sulcus; velkù; draw, drag; began to drag",lsj,ξίφος ὁρμαίνω φρήν θυμός κολεόν μέγας ἔρχομαι Ἀθήνη χείρ,Iliad 1.210; Iliad 1.194
κολεόν,0,2,1,,"sheath, scabbard; sheath, wing-case",lsj,μέγας ξίφος ὁρμαίνω φρήν θυμός ἕλκω ἔρχομαι Ἀθήνη ὠθέω,Iliad 1.220; Iliad 1.194
φιλέω,0,2,1,,"love, regard with affection; sexual love; friends; to be beloved",lsj,ἵημι θεά λευκώλενος Ἥρα ἄμφω θυμός κήδω,Iliad 1.196; Iliad 1.209
κοῦρος,0,2,1,,"loppings, twigs stripped from a tree",lsj,πόσις2 ἐδητύς ἔρος ἵημι κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας πανημέριος,Iliad 1.473; Iliad 1.470
Παλλάς,0,2,1,,Pallas; coin bearing the head of Pallas; maiden-priestess; five,lsj,Ἀθήνη γιγνώσκω πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής,Iliad 1.400; Iliad 1.200
δαίνυμι,0,2,1,,give a banquet; feast; to give; thou shalt be,lsj,δαίς1 παύω πόνος τεύχω θυμός δέω ἴσος πρόπας ἦμαρ ἥλιος καταδύω,Iliad 1.468; Iliad 1.602
προσαυδάω,0,2,1,,"speak to, address, accost; speak; to one; speak of",lsj,φωνέω ἔπος πτερόεις κερτόμιος Ζεύς Κρονίων,Iliad 1.539; Iliad 1.201
αἰγίοχος,0,2,1,,veho; aegis-bearing,lsj,Ζεύς τέκος ἔρχομαι Ὄλυμπος βαίνω δῶμα δαίμων,Iliad 1.202; Iliad 1.222
ὕβρις,0,2,1,,"wanton violence; insolence; in wantonness; lust, lewdness",lsj,εἶδον Ἀγαμέμνων Ἀτρείδης τόσος πάρειμι ἀγλαός δῶρον,Iliad 1.203; Iliad 1.214
ἐρύω2,0,2,1,,"se-srū; e-serū; protect, guard; lie in wait for",lsj (homograph 2),χρή σφωίτερος θεά ἔπος θυμός χολόω υἱός Ἀχαιός παλάμη φορέω δικασπόλος θέμις,Iliad 1.239; Iliad 1.216
πείρω,0,2,1,,"pierce, run through; spitted; they stuck; ran",lsj,σκῆπτρον βάλλω γαῖα χρύσεος ἧλος μῆρα καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός ὀπτάω,Iliad 1.465; Iliad 1.246
ἠμί,0,2,1,,"say; spake; said; aio, ad-agium",lsj,,Iliad 1.219; Iliad 1.528
ποιέω,0,2,1,,"make; make, produce; made; to be made with",lsj,ἕκαστος εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω,Iliad 1.461; Iliad 1.608
καρδία,0,2,1,,heart; feelings?; freely; kindly,lsj,Ζεύς οἰνοβαρής κύων ὄμμα ἔχω ἔλαφος πόλεμος λαός θωρήσσω λόχος εἶμι ἀριστεύς,Iliad 1.395; Iliad 1.225
ἀντίος,0,2,1,,"set against; face to face, opposite; to meet them; though she faced him",lsj,πολύς λωίων στρατός εὐρύς Ἀχαιός δῶρον ἀφαιρέω εἶπον ἵστημι ἅπας,Iliad 1.535; Iliad 1.230
οὐτιδανός,0,2,1,,"of no account, worthless; reckless; quid; cid",lsj,δημοβόρος βασιλεύς ἀνάσσω δειλός καλέω πᾶς ἔργον ὑπείκω εἶπον,Iliad 1.293; Iliad 1.231
ἀνέχω,0,2,1,,"hold up, lift up; held up; in fight; hold up",lsj,Χρύσης μέγας εὔχομαι χείρ κήδω φίλος ὀφθαλμός εἶδον θείνω,Iliad 1.450; Iliad 1.586
ὅρκος,0,2,1,,the object by which one swears; oath; an oath by; an oath,lsj,μέγας ὄμνυμι,Iliad 1.233; Iliad 1.239
φύλλον,0,2,1,,leaf; leaves; foliage; voting-papers,lsj,σκῆπτρον ὄζος φύω πρῶτος τομή ὄρος λείπω ἀναθηλέω χαλκός λέπω φλοιός,Iliad 1.234; Iliad 1.237
οὐλοχύται,0,2,1,,barley-groats; coarsely-ground barley sprinkled,lsj,χερνίπτομαι ἀναιρέω εὔχομαι προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω,Iliad 1.458; Iliad 1.449
λείπω,0,2,1,,"leave, quit; is gone; leave behind, leave at home; leave",lsj,σκῆπτρον φύλλον ὄζος φύω πρῶτος τομή ὄρος ἀναθηλέω χώομαι θυμός εὔζωνος γυνή,Iliad 1.428; Iliad 1.235
βωμός,0,2,1,,"raised platform, stand; base; altar with a base; tomb, cairn",lsj,ἄγω πολύμητις Ὀδυσσεύς πατήρ φίλος χείρ τίθημι θεός ἱερός ἑκατόμβη ἵστημι εὔδμητος,Iliad 1.448; Iliad 1.440
πρυμνήσιος,0,2,1,,of a stern; stern-cables,lsj,δέω ἥλιος καταδύω κνέφας ἔρχομαι κοιμάω ναῦς,Iliad 1.436; Iliad 1.476
πίπτω,0,2,1,,Exc. ex libris Herodiani; fall down; cast oneself down; fall,lsj,δύναμαι ἄχνυμαι χραισμέω πολύς Ἕκτωρ ἀνδροφόνος θνήσκω Σίντιες ἀνήρ κομίζω,Iliad 1.243; Iliad 1.594
ἀγαθός,0,2,1,,"good; well-born, gentle; aristocrats; brave, valiant",lsj,θεοείκελος Ἀχιλλεύς κλέπτω νόος παρέρχομαι πείθω ἀφαιρέω κόρη,Iliad 1.131; Iliad 1.275
δατέομαι,0,2,1,,divide among themselves; they share; are alike filled with; tear,lsj,πόλις ἐκπέρθω υἱός Ἀχαιός,Iliad 1.125; Iliad 1.368
πολιός,0,2,1,,"grey, grizzled, grisly; grey; greyhaired men; grey hairs",lsj,ἅλς1 Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι λιάζομαι θίς ὁράω ἀπείρων πόντος ἀναδύνω ὀμίχλη,Iliad 1.350; Iliad 1.359
ἐπευφημέω,0,2,1,,"assent with a shout of applause; glorify, sing praises to; sing over; in furtherance of",lsj,πᾶς Ἀχαιός αἰδέομαι ἱερεύς ἀγλαός δέχομαι ἄποινα,Iliad 1.22; Iliad 1.376
ἦμαρ,0,2,1,,day; by day; on that day; the day,lsj,πᾶς φέρω πρόπας ἥλιος καταδύω δαίνυμι,Iliad 1.601; Iliad 1.592
ὄμνυμι,0,2,1,,swear; swear to; affirm; confirm by oath,lsj,πρόφρων ἔπος χείρ ἀρήγω μέγας ὅρκος,Iliad 1.76; Iliad 1.233
ἀράομαι,0,2,1,,pray to; invoke; pray; prayed,lsj,πολύς κίω γεραιός Ἀπόλλων ἄναξ εὔκομος τίκτω Λητώ μήτηρ φίλος χείρ ὀρέγνυμι,Iliad 1.35; Iliad 1.351
κρατέω,0,2,1,,"to be strong, powerful; rule, hold sway; sway; the ruler",lsj,πᾶς οἴομαι πείθω ἀνήρ χολόω μέγας Ἀργεῖος Ἀχαιός ἐθέλω ἀνάσσω σημαίνω,Iliad 1.288; Iliad 1.79
κίω,0,2,1,,,none,πολύς ἀράομαι γεραιός Ἀπόλλων ἄναξ εὔκομος τίκτω Λητώ ἀέκων γυνή,Iliad 1.348; Iliad 1.35
στῆθος,0,2,1,,breast; chest; breasts; the breast as the seat of feeling and thought,lsj,χόλος καταπέσσω ἔχω κότος τελέω ἦτορ λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός,Iliad 1.189; Iliad 1.83
φράζω,0,2,1,,"point out, show; say, tell; show the way to, show where to find; showed",lsj,σώζω εὔκηλος ἐθέλω,Iliad 1.554; Iliad 1.83
θαρσέω,0,2,1,,to be of good courage; to be over-bold; fear not!; with good courage,lsj,εἶπον θεοπρόπιον οἶδα,Iliad 1.85; Iliad 1.92
ἀντιάω,0,2,1,,go for the purpose of meeting; receiving; go in quest of; hit,lsj,γῆρας ἔπειμι οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι λέχος μάντις εἴρω2 ἱερεύς ὀνειροπόλος,Iliad 1.67; Iliad 1.31
ἅλιος,0,2,1,,of the sea; sea,lsj,ἀργυρόπεζος Θέτις θυγάτηρ γέρων Ἥρα ἀγνοέω εἶδον συμφράζομαι βουλή δείδω φρήν παρεῖπον,Iliad 1.538; Iliad 1.556
ἀργυρόπεζος,0,2,1,,,none,Θέτις θυγάτηρ ἅλιος γέρων Ἥρα ἀγνοέω εἶδον συμφράζομαι βουλή δείδω φρήν παρεῖπον,Iliad 1.538; Iliad 1.556
συμφράζομαι,0,2,1,,"join in considering, take counsel with; imparted; contrive; mention at the same time",lsj,βουλή Ἥρα ἀγνοέω εἶδον ἀργυρόπεζος Θέτις θυγάτηρ ἅλιος γέρων δολομήτης θεός,Iliad 1.537; Iliad 1.540
λέχος,0,2,1,,"couch, bed; bedstead; bier; marriage-bed",lsj,γῆρας ἔπειμι οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι ἀντιάω Ζεύς εἶμι Ὀλύμπιος ἀστεροπητής,Iliad 1.609; Iliad 1.31
σύμπας,0,2,1,,"all together, all at once; the whole; as a whole; general",lsj,εὔχομαι Δαναοί Ἀχαιός Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω χθών δέρκομαι,Iliad 1.241; Iliad 1.90
μειδάω,0,2,1,,smile; laugh aloud; grinning; smáyati,lsj,θεά λευκώλενος Ἥρα παῖς δέχομαι χείρ κύπελλον,Iliad 1.596; Iliad 1.595
ἀμύμων,0,2,1,,"blameless, noble, excellent; a physician",lsj,αὐδάω μάντις Ζεύς Ὠκεανός Αἰθίοψ χθιζός βαίνω δαίς1,Iliad 1.92; Iliad 1.423
οἶκος,0,2,1,,house; built houses; any dwelling-place; cave,lsj,ἕκαστος γῆρας ἔπειμι Ἄργος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω καταδύω λαμπρός φάος,Iliad 1.606; Iliad 1.30
ἕδος,0,2,1,,"sitting-place; seat, stool; straight-backed chair; seat, abode, dwelling-place",lsj,θεός πᾶς ἀνίστημι σφός πατήρ ἐθέλω Ὀλύμπιος ἀστεροπητής στυφελίζω,Iliad 1.581; Iliad 1.534
ὄσσε,0,2,1,,the two eyes; oqṷ-ye,lsj,πῦρ λαμπετάω εἴκω1 δεινός φαίνω,Iliad 1.200; Iliad 1.104
κοῖλος,0,2,1,,hollow; hold; vena cava; plate,lsj,ναῦς εὔχομαι Δαναοί γέρων κιχάνω δηθύνω ὕστερος εἶμι χραισμέω σκῆπτρον στέμμα θεός,Iliad 1.89; Iliad 1.26
ἀφίημι,0,2,1,,"send forth, discharge; throw oneself; give oneself up; let loose",lsj,,Iliad 1.25; Iliad 1.379
μυθέομαι,0,2,1,,speak; converse; say that; order,lsj,Ἀχιλλεύς κέλομαι Ζεύς φίλος μῆνις Ἀπόλλων ἑκατηβελέτης ἄναξ αἰχμητής τίθημι θεός προτίθημι,Iliad 1.291; Iliad 1.74
μετεῖπον,0,2,1,,"speak among, address",lsj,φρονέω ἀγοράομαι,Iliad 1.73; Iliad 1.253
ἀγοράομαι,0,2,1,,"meet in assembly, sit in debate; speak in the assembly, harangue; speak, utter; speak, talk with",lsj,φρονέω μετεῖπον,Iliad 1.73; Iliad 1.253
φεύγω,0,2,1,,"flee, take flight; ran; flee; the purpose",lsj,Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω θάνατος πόλεμος δαμάζω λοιμός Ἀχαιός θυμός ἐπισεύω,Iliad 1.173; Iliad 1.60
δεινός,0,2,1,,"fearful, terrible; fearful; awful; danger, suffering, horror",lsj,κλαγγή γίγνομαι ἀργύρεος βιός ὄσσε φαίνω,Iliad 1.200; Iliad 1.49
ἀστεροπητής,0,2,1,,lightener,lsj,Ὀλύμπιος ἐθέλω ἕδος στυφελίζω Ζεύς λέχος εἶμι,Iliad 1.580; Iliad 1.609
ἀργύρεος,0,2,1,,of silver; silver-plated; silver coin,lsj,δεινός κλαγγή γίγνομαι βιός κώπη ἔχω χείρ βαρύς,Iliad 1.219; Iliad 1.49
ὦμος,0,2,1,,the shoulder with the upper arm; the lower; arms; the shoulder,lsj,χώομαι βαίνω Ὄλυμπος κάρηνον κῆρ τόξον ἔχω ἀμφηρεφής φαρέτρα κλάζω ὀιστός κινέω,Iliad 1.46; Iliad 1.45
κῆλον,0,2,1,,shaft; arrow; the shafts; timbers,lsj,στρατός θεός οἴχομαι ἐποίχομαι εὐρύς Ἀχαιός,Iliad 1.383; Iliad 1.53
ἐπίηρα,0,2,1,,acceptable; gifts; service; for the sake of,lsj,μήτηρ φίλος φέρω πατήρ Ἥφαιστος κλυτοτέχνης ἄρχω ἀγορεύω λευκώλενος Ἥρα παράφημι νοέω,Iliad 1.572; Iliad 1.578
ἀγείρω,0,2,1,,"gather together; gather, assemble; herded; collect, gather",lsj,ὁμηγερής γίγνομαι ἀνίστημι μετάφημι πούς ὠκύς Ἀχιλλεύς ἐρέτης,Iliad 1.142; Iliad 1.57
κραίνω,0,2,1,,"accomplish, fulfil; accomplish; give true; come true",lsj,ἔλδωρ Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ Ζεύς πατήρ,Iliad 1.504; Iliad 1.41
ταῦρος,0,2,1,,bull; priest of Poseidon Taureios; the bull as a sign of the Zodiac; the pudenda muliebria,lsj,αἴξ Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία καίω κραίνω ἔλδωρ ἔρδω Ἀπόλλων,Iliad 1.41; Iliad 1.316
κάθημαι,0,2,1,,"to be seated, sit; as he sat there; sate; sit on",lsj,ἀκέων ἐπιγνάμπτω φίλος κῆρ,Iliad 1.569; Iliad 1.565
ἀργυρότοξος,0,2,1,,with silver bow; bearer of the silver bow,lsj,κλύω Χρύση ἀμφιβαίνω Κίλλα ζάθεος Τένεδος ἀνάσσω,Iliad 1.37; Iliad 1.451
Τένεδος,0,2,1,,Tenedos,lsj,κλύω ἀργυρότοξος Χρύση ἀμφιβαίνω Κίλλα ζάθεος ἀνάσσω,Iliad 1.38; Iliad 1.452
τόσος,0,2,1,,"so great, so vast; so long; so many; so loud",lsj,μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι,Iliad 1.213; Iliad 1.64
εὐχωλή,0,2,1,,"prayer, vow; votive offering; boast, vaunt; shout of triumph",lsj,ἐπιμέμφομαι ἑκατόμβη μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος,Iliad 1.93; Iliad 1.65
ἐπιμέμφομαι,0,2,1,,cast blame upon; find fault for; because of; complain of,lsj,εὐχωλή ἑκατόμβη μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος,Iliad 1.65; Iliad 1.93
ζάθεος,0,2,1,,"very divine, sacred",lsj,κλύω ἀργυρότοξος Χρύση ἀμφιβαίνω Κίλλα Τένεδος ἀνάσσω,Iliad 1.452; Iliad 1.38
Κίλλα,0,2,1,,,none,κλύω ἀργυρότοξος Χρύση ἀμφιβαίνω ζάθεος Τένεδος ἀνάσσω,Iliad 1.38; Iliad 1.452
ἀμφιβαίνω,0,2,1,,go about; around; in his course had reached; bestride,lsj,κλύω ἀργυρότοξος Χρύση Κίλλα ζάθεος Τένεδος ἀνάσσω,Iliad 1.37; Iliad 1.451
βοῶπις,0,2,1,,"ox-eyed; having large, full eyes",lsj,πότνια Ἥρα ἀμείβω δείδω,Iliad 1.551; Iliad 1.568
μεταλλάω,0,2,1,,"search carefully, inquire diligently; inquire of, question; sought; out",lsj,θεός ἐθέλω νοέω ἕκαστος διείρομαι ἔρομαι,Iliad 1.550; Iliad 1.553
ἁνδάνω,0,2,1,,"please, delight, gratify; pleased; with; the opinion",lsj,Ἀτρείδης Ἀγαμέμνων θυμός,Iliad 1.24; Iliad 1.378
θεοπροπία,0,2,1,,"prophecy, oracle",lsj,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας ἀναφαίνω ζάω χθών δέρκομαι κοῖλος ναῦς,Iliad 1.385; Iliad 1.87
κεφαλή,0,2,1,,head; in stature; down over the head; on the head,lsj,κατανεύω πείθω παλινάγρετος ἀπατηλός ἀτελεύτητος,Iliad 1.527; Iliad 1.524
ὀχθέω,0,2,1,,"to be sorely angered, vexed in spirit",lsj,Ζεύς μέγας πρόσφημι νεφεληγερέτα δῶμα θεός οὐρανίωνες,Iliad 1.517; Iliad 1.570
νεικέω,0,2,1,,"quarrel, wrangle with; quarrel; with; strove with him",lsj,πατήρ ἀθάνατος θεός μήτηρ παράφημι νοέω φίλος ἐπίηρα φέρω Ζεύς δαίς1 ταράσσω,Iliad 1.521; Iliad 1.579
ἐρίζω,0,2,1,,"strive, wrangle, quarrel; contend; sophistical disputations; discord",lsj,βασιλεύς πρῶτος διίστημι Ἀτρείδης ἄναξ ἀνήρ δῖος Ἀχιλλεύς Πηλείδης ἐθέλω ὁμοῖος μείρομαι,Iliad 1.6; Iliad 1.277
